key,Section,Tab,Subtab,Area,Row,Col,Unit,Desc,value
input_fuel_chp3[2],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9022
input_fuel_chp2[4],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9014
input_fuel_chp3[3],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9023
input_fuel_chp3[4],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9024
input_fuel_chp2[7],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9015
input_fuel_chp3[7],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9025
input_fuel_chp2[6],Supply,Fuel Distribution,,Distribution of fuel,CHP2,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9016
input_fuel_chp3[6],Supply,Fuel Distribution,,Distribution of fuel,CHP3,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9026
input_fuel_dhp[4],Supply,Fuel Distribution,,Distribution of fuel,DHP,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9004
input_fuel_dhp[1],Supply,Fuel Distribution,,Distribution of fuel,DHP,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9001
input_fuel_dhp[7],Supply,Fuel Distribution,,Distribution of fuel,DHP,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9005
input_fuel_dhp[6],Supply,Fuel Distribution,,Distribution of fuel,DHP,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9006
input_fuel_dhp[3],Supply,Fuel Distribution,,Distribution of fuel,DHP,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9003
input_fuel_dhp[2],Supply,Fuel Distribution,,Distribution of fuel,DHP,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9002
input_fuel_PP[4],Supply,Fuel Distribution,,Distribution of fuel,PP1,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9054
input_fuel_PP[1],Supply,Fuel Distribution,,Distribution of fuel,PP1,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9051
input_fuel_PP[7],Supply,Fuel Distribution,,Distribution of fuel,PP1,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9055
input_fuel_pp[6],Supply,Fuel Distribution,,Distribution of fuel,PP1,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9056
input_fuel_PP[3],Supply,Fuel Distribution,,Distribution of fuel,PP1,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9053
input_fuel_PP[2],Supply,Fuel Distribution,,Distribution of fuel,PP1,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9052
input_fuel_PP2[4],Supply,Fuel Distribution,,Distribution of fuel,PP2,Biomass,Fraction,[cc] Confirm unit of fuel share…,0.9064
input_fuel_PP2[1],Supply,Fuel Distribution,,Distribution of fuel,PP2,Coal,Fraction,[cc] Confirm unit of fuel share…,0.9061
input_fuel_PP2[7],Supply,Fuel Distribution,,Distribution of fuel,PP2,Electrofuels,Fraction,[cc] Confirm unit of fuel share…,0.9065
input_fuel_pp2[6],Supply,Fuel Distribution,,Distribution of fuel,PP2,Hydrogen,Fraction,[cc] Confirm unit of fuel share…,0.9066
input_fuel_PP2[3],Supply,Fuel Distribution,,Distribution of fuel,PP2,Ngas,Fraction,[cc] Confirm unit of fuel share…,0.9063
input_fuel_PP2[2],Supply,Fuel Distribution,,Distribution of fuel,PP2,Oil,Fraction,[cc] Confirm unit of fuel share…,0.9062
input_eff_hp2_cop,Supply,Heat Only,,Compression Heat Pumps,Group 2,COP,Ratio,,2.016
input_cap_hp2_el,Supply,Heat Only,,Compression Heat Pumps,Group 2,Electric Capacity,MW-e,,2015
input_eff_hp3_cop,Supply,Heat Only,,Compression Heat Pumps,Group 3,COP,Ratio,,2.026
input_cap_hp3_el,Supply,Heat Only,,Compression Heat Pumps,Group 3,Electric Capacity,MW-e,,2025
input_geo_th_gr1,Supply,Heat Only,,Geothermal heat,Group 1,Geothermal heat,TWh/year,,2007
input_geo_th_gr2,Supply,Heat Only,,Geothermal heat,Group 2,Geothermal heat,TWh/year,,2017
input_geo_th_gr3,Supply,Heat Only,,Geothermal heat,Group 3,Geothermal heat,TWh/year,,2027
Filnavn_Hour_file_geo,Supply,Heat Only,,Geothermal heat,Production [Distribution],Change Distribution,Distribution file,,d212.txt
input_ind_surplus_heat1,Supply,Heat Only,,Industrial Excess Heat,Group 1,Industrial Excess Heat,TWh/year,,2008
input_ind_surplus_heat2,Supply,Heat Only,,Industrial Excess Heat,Group 2,Industrial Excess Heat,TWh/year,,2018
input_ind_surplus_heat3,Supply,Heat Only,,Industrial Excess Heat,Group 3,Industrial Excess Heat,TWh/year,,2028
Filnavn_ind_surplus_heat,Supply,Heat Only,,Industrial Excess Heat,Production [Distribution],Change Distribution,Distribution file,,d213.txt
input_solar_loss_gr1,Supply,Heat Only,,Solar Thermal,Group 1,Loss*,Fraction,Loss in percent of storage content.,0.2003
input_solar_ann_gr1,Supply,Heat Only,,Solar Thermal,Group 1,Production,TWh/year,,2001
input_solar_share_gr1,Supply,Heat Only,,Solar Thermal,Group 1,Share*,Fraction,Share of district heating demand with solar thermal.,0.2004
input_solar_storage_gr1,Supply,Heat Only,,Solar Thermal,Group 1,Storage,GWh,,2002
input_solar_loss_gr2,Supply,Heat Only,,Solar Thermal,Group 2,Loss*,Fraction,Loss in percent of storage content.,0.2013
input_solar_ann_gr2,Supply,Heat Only,,Solar Thermal,Group 2,Production,TWh/year,,2011
input_solar_share_gr2,Supply,Heat Only,,Solar Thermal,Group 2,Share*,Fraction,Share of district heating demand with solar thermal.,0.2014
input_solar_storage_gr2,Supply,Heat Only,,Solar Thermal,Group 2,Storage,GWh,,2012
input_solar_loss_gr3,Supply,Heat Only,,Solar Thermal,Group 3,Loss*,Fraction,Loss in percent of storage content.,0.2023
input_solar_ann_gr3,Supply,Heat Only,,Solar Thermal,Group 3,Production,TWh/year,,2021
input_solar_share_gr3,Supply,Heat Only,,Solar Thermal,Group 3,Share*,Fraction,Share of district heating demand with solar thermal.,0.2024
input_solar_storage_gr3,Supply,Heat Only,,Solar Thermal,Group 3,Storage,GWh,,2022
Filnavn_solar,Supply,Heat Only,,Solar Thermal,Production [Distribution],Change Distribution,Distribution file,,d211.txt
input_eff_dhp_th,Supply,Heat and Electricity,,Boilers,Group 1,Boiler Efficiency,Fraction,,0.5002
input_eff_boiler2_th,Supply,Heat and Electricity,,Boilers,Group 2,Boiler Efficiency,Fraction,,0.5012
input_FixedBoiler2,Supply,Heat and Electricity,,Boilers,Group 2,Fixed Boiler share,Fraction,,0.5013
input_cap_boiler2_th,Supply,Heat and Electricity,,Boilers,Group 2,Thermal Capacity,MJ/s,,5011
input_eff_boiler3_th,Supply,Heat and Electricity,,Boilers,Group 3,Boiler Efficiency,Fraction,,0.5022
input_FixedBoiler3,Supply,Heat and Electricity,,Boilers,Group 3,Fixed Boiler share,Fraction,,0.5023
input_cap_boiler3_th,Supply,Heat and Electricity,,Boilers,Group 3,Thermal Capacity,MJ/s,,5021
input_cap_chp2_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 2,Electric Capacity,MW-e,,5025
input_eff_chp2_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 2,Electric Efficiency,Fraction,CHP Back Pressure Mode Operation*,0.5016
input_cap_chp2_thermal,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 2,Thermal Capacity (Manual),MJ/s,,1500
input_eff_chp2_th,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 2,Thermal Efficiency,Fraction,CHP Back Pressure Mode Operation*,0.5017
input_cap_chp3_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Electric Capacity,MW-e,,5026
input_cap_pp_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Electric Capacity (PP1),MW-e,,5024
input_eff_chp3_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Electric Efficiency,Fraction,CHP Back Pressure Mode Operation*,0.5026
input_eff_pp_el,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Electric Efficiency (PP1),Fraction,CHP Condensing Mode Operation*,0.5024
input_cap_chp3_thermal,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Thermal Capacity (Manual),MJ/s,,5555
input_eff_chp3_th,Supply,Heat and Electricity,,Combined Heat and Power (CHP),Group 3,Thermal Efficiency,Fraction,CHP Back Pressure Mode Operation*,0.5027
Filnavn_cshp,Supply,Heat and Electricity,,Industrial CHP,CHP Heat Delivered [Distribution],Change Distribution,Distribution file,,d511.txt
input_cshp_el_gr1,Supply,Heat and Electricity,,Industrial CHP,Group 1,CHP Electricity,TWh/year,,5027
input_cshp_th_own_gr1,Supply,Heat and Electricity,,Industrial CHP,Group 1,CHP Heat Demand,TWh/year,,5227
input_cshp_th_gr1,Supply,Heat and Electricity,,Industrial CHP,Group 1,CHP Heat Produced,TWh/year,,5127
input_cshp_el_gr2,Supply,Heat and Electricity,,Industrial CHP,Group 2,CHP Electricity,TWh/year,,5028
input_cshp_th_own_gr2,Supply,Heat and Electricity,,Industrial CHP,Group 2,CHP Heat Demand,TWh/year,,5228
input_cshp_th_gr2,Supply,Heat and Electricity,,Industrial CHP,Group 2,CHP Heat Produced,TWh/year,,5128
input_cshp_el_gr3,Supply,Heat and Electricity,,Industrial CHP,Group 3,CHP Electricity,TWh/year,,5029
input_cshp_th_own_gr3,Supply,Heat and Electricity,,Industrial CHP,Group 3,CHP Heat Demand,TWh/year,,5229
input_cshp_th_gr3,Supply,Heat and Electricity,,Industrial CHP,Group 3,CHP Heat Produced,TWh/year,,5129
Input_BioDieselShare,Supply,Liquid and Gas Fuels,Biofuels,BioDiesel Plant,BioDiesel Plant,BioDiesel Share,Fraction,,0.77002
Input_BioDieselBiomassShare,Supply,Liquid and Gas Fuels,Biofuels,BioDiesel Plant,BioDiesel Plant,Biomass Share,Fraction,,0.77003
Filnavn_BioDiesel_Elec,Supply,Liquid and Gas Fuels,Biofuels,BioDiesel Plant,BioDiesel Plant,Change Distribution,Distribution file,,d77001.txt
Input_BioDieselElecShare,Supply,Liquid and Gas Fuels,Biofuels,BioDiesel Plant,BioDiesel Plant,Electricity Share,Fraction,,0.77001
Input_BioJPEff,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,BioPetrol Efficiency,Fraction,,0.77024
Filnavn_BioJP_dh,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Change Distribution,Distribution file,,d77003.txt
Input_BioJPDH3Share,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,DH gr. 3 Share,Fraction,,0.77027
Input_BioJPElecShare,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Electricity Share,Fraction,,0.77021
Input_BioJPFoodShare,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Food bi-product Efficiency,Fraction,,0.77025
Input_BioJPFoodValue,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Price per MWh,Currency/MWh,,0.77026
Input_BioJPSteamEff,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Steam Efficiency,Fraction,,0.77023
Input_BioJPSteamShare,Supply,Liquid and Gas Fuels,Biofuels,BioJP (Jet Petrol) Plant,BioJP (Jet Petrol) Plant,Steam Share,Fraction,,0.77022
Input_BioPetrolEff,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,BioPetrol Efficiency,Fraction,,0.77014
Filnavn_BioPetrol_dh,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Change Distribution,Distribution file,,d77002.txt
Input_BioPetrolDH3Share,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,DH gr. 3 Share,Fraction,,0.77017
Input_BioPetrolElecShare,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Electricity Share,Fraction,,0.77011
Input_BioPetrolFoodShare,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Food bi-product Efficiency,Fraction,,0.77015
Input_BioPetrolFoodValue,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Price per MWh,Currency/MWh,,0.77016
Input_BioPetrolSteamEff,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Steam Efficiency,Fraction,,0.77013
Input_BioPetrolSteamShare,Supply,Liquid and Gas Fuels,Biofuels,BioPetrol Plant,BioPetrol Plant,Steam Share,Fraction,,0.77012
input_Biogas_prod,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Biogas,TWh/year,,0.78008
Filnavn_Biogas_dh,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,DH [Distribution],Distribution file,,d78002.txt
input_Biogas_dh1,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,DH gr. 1,???,,0.78004
input_Biogas_dh2,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,DH gr. 2,???,,0.78005
input_Biogas_dh3,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,DH gr. 3,???,,0.78006
Input_BiogasSolidBiomassInput,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Dry Biomass,TWh/year,,0.78001
input_Biogas_elec,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Electricity,???,,0.78003
Filnavn_Biogas_elec,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Electricity [Distribution],Distribution file,,d77001.txt
input_BiogasToPyrolysis,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Output to Pyrolysis,,,0.78007
Filnavn_Biogas_prod,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Production [Distribution],Distribution file,,d78003.txt
Input_BiogasUpgradeEff,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Upgrade to grid Efficiency,,,0.78009
Input_BiogasWetBiomassInput,Supply,Liquid and Gas Fuels,Biogases,Biogas Plant,Biogas Plant,Wet Biomass,TWh/year,,0.78002
Input_GasiBiomassInput,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Biomass,TWh/year,,0.78011
Input_GasiCapInput,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Capacity,MW-Gas,,0.78016
Input_GasiColdgasEff,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Coldgas Efficiency,Fraction,,0.78015
Filnavn_Gasi_dh,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,DH [Distribution],Distribution file,,d78004.txt
Input_GasiDH3Share,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,DH gr. 3 Share,Fraction,,0.78017
Input_GasiElecShare,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Electricity Share,Fraction,,0.78012
Input_GasiSteamEff,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Steam Efficiency,Fraction,,0.78014
Input_GasiSteamShare,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Steam Share,Fraction,,0.78013
Input_GasiUpgradeEff,Supply,Liquid and Gas Fuels,Biogases,Gasification Plant,Gasification Plant,Upgrade to grid Efficiency,,,0.78018
Input_LiqMethan_eff,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Efficiency,Fraction,,0.80061
Input_LiqMethan_HydrogenShare,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Hydrogen Share,,,0.80062
Input_LiqMethanLiqFuel,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Output,TWh/year,,0.80063
Input_SynMethane_DHgr2_Share,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,DH gr. 2 (Share of Gas+Hydrogen),,,0.80054
Input_SynMethane_DHgr3_Share,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,DH gr. 3 (Share of Gas+Hydrogen),,,0.80055
Input_SynMethan_eff,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Efficiency,Fraction,,0.80051
Input_SynMethan_HydrogenShare,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Hydrogen Share,,,0.80052
Input_SynMethanSynGridGas,Supply,Liquid and Gas Fuels,Electrofuels,Biogas Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Output,TWh/year,,0.80053
Input_LiqHydro_eff,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Efficiency,Fraction,,0.80041
Input_LiqHydro_HydrogenShare,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Hydrogen Share,,,0.80042
Input_LiqHydroLiqFuel,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),LiqFuel,Output,TWh/year,,0.80043
Input_SynHydro_DHgr2_Share,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,DH gr. 2 (Share of Gas+Hydrogen),,,0.80034
Input_SynHydro_DHgr3_Share,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,DH gr. 3 (Share of Gas+Hydrogen),,,0.80035
Input_SynHydro_eff,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Efficiency,Fraction,,0.80031
Input_SynHydro_HydrogenShare,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Hydrogen Share,,,0.80032
Input_SynHydroSynGridGas,Supply,Liquid and Gas Fuels,Electrofuels,Biomass Hydrogenation (Producing electrofuels from gasified biomass and hydrogen),SynGridGas,Output,TWh/year,,0.80033
Input_CO2Hydro_DHgr2_Share,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),Carbon Recycling,DH gr. 2 (Share of fuel/gas output),Fraction,,0.80005
Input_CO2Hydro_DHgr3_Share,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),Carbon Recycling,DH gr. 3 (Share of fuel/gas output),Fraction,,0.80006
Input_CO2HydroSequestrationElecEff,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),Carbon Recycling,Elec/CO2,TWh/Mton,,0.80004
Input_CO2HydroMaxCapacity,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),Carbon Recycling,Max Cap,ton CO2/hour,[cc] Max capture rate?,0.80007
Input_LiqCO2HydroSequestrationCO2Eff,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),LiqFuel,CO2/Syngas,Mton/TWh,,0.80011
Input_LiqCO2HydroHydrogenRatio,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),LiqFuel,Hydrogen (H2/SynGridGas),Twh/Twh,,0.80012
Input_CO2HydroLiqFuel,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),LiqFuel,Output,TWh/year,,0.80013
Input_CO2HydroSequestrationCO2Eff,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),SynGridGas,CO2/Syngas,Mton/TWh,,0.80001
Input_CO2HydroHydrogenRatio,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),SynGridGas,Hydrogen (H2/SynGridGas),Twh/Twh,,0.80002
Input_CO2HydroSynGridGas,Supply,Liquid and Gas Fuels,Electrofuels,CO2 Hydrogenation (Producing electrofuels from CO2 and hydrogen),SynGridGas,Output,TWh/year,,0.80003
Input_SynDiesel_eff,Supply,Liquid and Gas Fuels,Electrofuels,Liquid electrofuel synthesis,DME,Efficiency,Fraction,,0.80073
Input_SynJP_eff,Supply,Liquid and Gas Fuels,Electrofuels,Liquid electrofuel synthesis,ElectroJP,Efficiency,Fraction,,0.80071
Input_SynPetrol_eff,Supply,Liquid and Gas Fuels,Electrofuels,Liquid electrofuel synthesis,Methanal,Efficiency,Fraction,,0.80072
Input_H2NH3Eff,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),NH3,H2/NH3,Twh/Twh,,0.80022
Input_N2NH3Eff,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),NH3,N2/NH3,Mton/TWh,,0.80021
Input_NH3Output,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),NH3,Output,TWh/year,,0.80023
Input_NH3DH2Share,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),Nitrogen capture,DH gr. 2 (Share of NH3 output),,,0.80025
Input_NH3DH3Share,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),Nitrogen capture,DH gr. 3 (Share of NH3 output),,,0.80026
Input_ElecN2Eff,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),Nitrogen capture,Elec/N2,TWh/Mton,,0.80024
Input_NH3MaxCap,Supply,Liquid and Gas Fuels,Electrofuels,N2 Hydrogenation (Producing ammonia (NH3) from N2 and H2),Nitrogen capture,Max Cap,ton N2/hour,[cc] Max capture rate?,0.80027
input_HTL_eff_BioPetrol,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Bio Petrol/bio input,Efficiency,TWh/TWh,,0.81015
input_HTL_eff_BioDiesel,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,BioDiesel/bio input,Efficiency,TWh/TWh,,0.81013
input_HTL_eff_InputToBiogas,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Biogas/bio input,Efficiency,TWh/TWh,,0.81018
input_HTL_biomass,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Biomass,Amount,TWh/year,[cc] input_HTL_biomass and input_RSC_Biomass appear to share variable,0.81001
input_RSC_Biomass,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Biomass,Amount,TWh/year,[cc] input_HTL_biomass and input_RSC_Biomass appear to share variable,0.81001
input_HTL_eff_DHGr3,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,DH Gr. 3/bio input,Efficiency,TWh/TWh,,0.81017
input_HTL_eff_Syngas,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Gas/bio input,Efficiency,TWh/TWh,,0.81016
input_HTL_eff_H2,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,H2/bio input,Efficiency,TWh/TWh,,0.81011
input_HTL_eff_JP,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,JP/bio input,Efficiency,TWh/TWh,,0.81012
input_HTL_eff_Methanol,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Methanol/bio input,Efficiency,TWh/TWh,,0.81014
input_HTL_Waste,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Waste,Amount,TWh/year,[cc] input_HTL_Waste and input_RSC_Waste appear to share a variable,0.81002
input_RSC_Waste,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,HTL: Hydrothermal Liquifaction,Waste,Amount,TWh/year,[cc] input_HTL_Waste and input_RSC_Waste appear to share a variable,0.81002
input_Pyrolysis_eff_BioDiesel,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Bio Diesel/bio,Efficiency,TWh/TWh,,0.81033
input_Pyrolysis_eff_BioChar,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Bio char/bio input,Efficiency,TWh/TWh,,0.81034
input_Pyrolysis_Biomass,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Biomass,Amount,TWh/year,,0.81021
input_Pyrolysis_eff_JP,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,JP/bio input,Efficiency,TWh/TWh,,0.81032
input_Pyrolysis_eff_BiocharToCO2,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Mt. CO2/TWh Biochar,,Mt,,0.81035
input_Pyrolysis_eff_Syngas,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Syngas/bio input,Efficiency,TWh/TWh,,0.81031
input_Pyrolysis_Waste,Supply,Liquid and Gas Fuels,HTL and Pyrolosis,Pyrolosis,Waste,Amount,TWh/year,,0.81022
Input_TransElt_DHgr2_Share,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Efficiency DH gr. 2,Fraction,,0.79003
Input_TransElt_DHgr3_Share,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Efficiency DH gr. 3,Fraction,,0.79004
input_eff_ELTtrans_fuel,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Efficiency fuel,Fraction,,0.79002
input_HydrogenExport,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Export,TWh/year,,0.79007
input_HydrogenImport,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Import,TWh/year,,0.79006
input_cap_ELTtrans_el,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Production Capacity,MW-e,,0.79001
input_H2storage_trans_cap,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen,Storage,GWh,,0.79005
