"5. ""Lost 'N Found: Adventures In Parenthood Land"" - From sticky situations in strollers to navigating through crowded amusement parks, these stories chronicle the misadventures families encounter when traveling together.",their-from-850,,
"6. ""I Spy I Don't Know Why They Love That Song!"" - Siblings team up with fellow travelers at famous tourist locations around the world for musical scavenger hunts inspired by songs that make them feel uncool because Mom and Dad love them too much.",their-from-850,,
"7.  ""Babysitter Blues & Diner Delights""- These chapter book sets follow Katy Beth Davis' escapades while she anxiously waits for her relatives who only show crotchety attitudes about everything! ",their-from-850,,
8.  Let My People Go!: The Moses Mysteries– Kids follow ten-year-old Max who keeps dreaming he’s Moses convincing dad Pharoah (Larry) not keep him away from his friends anymore,their-from-850,,
"9.""Meeting Halfway-To Really Listen When Rides Get Rough""",their-from-850,,
#NAME?,their-from-850,,
"10. ""Drivin' Me Crazy""- A series of laugh-out-loud fun adventures as Dad takes the wheel on family road trips, but things often en up literally off-the-rails hilarious!",their-from-850,,
"1. ""Not Fair!"" - A series about kids who find creative ways to get what they want from their parents, despite the odds being against them.",them-things-795,,
"2. ""Family Feuds"" - Each book in this series features a different conflict between children and their parents, with humorous and heartwarming resolutions.",them-things-795,,
"3. ""Parental Politics"" - These books take an irreverent look at power struggles within families, showing how even the youngest members can come out on top.",them-things-795,,
"4. ""Mom vs Dad"" - Kids will love reading about hilarious battles of will between caregivers in this zany series.",them-things-795,,
"5. ""Secrets & Lies"" - Everyone has something they're hiding from their family… right? This gripping series will have kids guessing until the very end!",them-things-795,,
"6. ""The Great Divide"" - When Mom or Dad are always too busy for quality time, siblings band together to ensure no one gets left behind (or downstairs!).",them-things-795,,
"7. ""Hooray for Hierarchy!"" – Authoritative figures rule these stories as children navigate amusing ups and downs—learning it’s important not to pull rank while still respecting those with experience",them-things-795,,
8. “Pick Your Poison”- When life gives you choices sometimes it’s hard deciding which is worse—like when Andrea must choose between supervising her little sister or doing math homework all summer long...,them-things-795,,
9 .“In Their Shoes” – An excellent way of teaching empathy! Characters learn a lesson by seeing things from caregivers perspectives so children understand adults deal with multiple roles ,them-things-795,,
"10.""Revenge is Best Served Cold""- These snarky tales show how bad behavior comes back around fast, so play fair if you don’t want payback later!",them-things-795,,
"1. ""Mom, You're Too Cool!"" series - about a kid who is annoyed that his mom tries to be trendy and fit in with his friends.",that-complain-354,,
"2. ""Dad's Always on His Phone"" series - following a child who feels neglected because their dad is always staring at his phone.",that-complain-354,,
"3. ""My Little Brother is Annoying"" series - exploring the trials of having a younger sibling who just won't leave you alone.",that-complain-354,,
"4. ""Why Does Mom Dress Like That?"" series - where kids are embarrassed by their parents' clothing choices.",that-complain-354,,
"5. ""No More Family Game Nights!"" series - showing how family bonding time isn't always as fun as it seems from the parent's perspective.",that-complain-354,,
"6. ""Dad Doesn't Understand Me"" series - featuring a child struggling to connect with their father over shared interests or hobbies.",that-complain-354,,
"7. ""Parental Embarrassment Everywhere I Go"" series- highlighting happenings when parents act embarassingly around others in public ",that-complain-354,,
8. “Can’t they stop being all lovey-dovey?” Series- Sometimes young ones feel that their parents PDA can be cringeworthy; this book highlights such scenarios,that-complain-354,,
9.“Allergy Nightmare” Series – Parents may restrict what children eat or allow them food substitutions due to health reasons which many times contradict with what meets cool norms among peers ; this draws upon various incidents encountered,that-complain-354,,
"10.""Family Traditions – Why Do We Have To Keep Doing The Same Thing Every Year?"" Series- Grandparents force age old traditions into everyone’s lives leaving minimal space for improvisation leading not so impressed offspring coming up unintentionally hilarious solutions",that-complain-354,,
"1. ""My Mom's Always on Her Phone!"" - Follow a group of kids who create wacky technological distractions to get their parents' attention and bond together along the way.",separate-them-358,,
"2. ""Dad's Work is Boring"" - A series that follows a group of mischievous youngsters determined to shake up an office full of dreary adults, with hilarious consequences.",separate-them-358,,
"3. ""Why Can't We Eat Dessert for Dinner?"" - A collection of stories that show just how much kids will do in order to convince their parents to let them indulge in sugary treats at dinner time.",separate-them-358,,
"4. ""The Bedtime Battle Zone"" - Join this band of tiny soldiers as they arm themselves against parental insistence on an early bedtime and fight for the right to stay up late.",separate-them-358,,
"5. ""No More Vegetables Please!"" - When picky eaters unite... sparks fly! In these books, witness a covert tomato smuggling ring, potato chip vending machines hidden under dorm beds, and more!",separate-them-358,,
"6. ""Mom & Dad Don't Get It"" – teenage publications about rebelling against your conservative/narrow-minded/tight-laced/uptight parents while navigating school life using unorthodox ways.",separate-them-358,,
"7. ""Not Another Family Vacation!?!"" – middle-grade fun-filled books depicting nightmare vacation scenarios filled with embarrassment amidst bizarre twists and turns (some from local attractions) ultimately bringing closer bonds within family members",separate-them-358,,
8. “Are You My Parent?”– Picture storybooks showing chaotic adventures when accidentally switched at day care/kindergarten/large departmental stores helmed by misplaced little ones leading towards loveable conclusion reunions with respective biological moms/dads/caregivers/fostering families/up until what point it becomes humorous/clueless mix-ups amongst each parent mismatched candidates,separate-them-358,,
"9. “Whose Line Is It Anyway?”– chapter picture book revolved around egoistic quarrels led by both preteens arguing over who is using parental items such as phones, wallets or clothing first before acknowledging their own counterparts.",separate-them-358,,
10. “I Know What You Did Last (summer/holiday/day off)” – Categorized as teen mystery thriller enlists an assortment of teenagers encountering hilariously dangerous situations on vacation with the panic point being to conceal evidence from parents at all costs!,separate-them-358,,
"1. ""Mama's Gone Missing"" series - featuring a spunky little girl who solves mysteries to find her missing mother, always reminding us that moms can never hide for too long!",from-things-114,,
"2. ""Dad Did It"" series - What happens when your dad takes the last slice of pizza? Follow this hilarious chronicle of a boy who gets even with his dear old dad.",from-things-114,,
"3. ""Escape Plan: Home Edition"" series - Abandoning parents may not seem so bad once you've read these stories about a group of kids attempting to escape their crazy homes! ",from-things-114,,
"4. ""Parent Swap"" series- When two best friends (who hate each other's parents) decide to swap families, chaos ensues and important life lessons are learned along the way.",from-things-114,,
"5. ""Dear Diary, My Parents Suck!""series- Every kid has an angst-filled diary from middle school filled with complaints about parental units they swear they're adopted from; go on adventures through one young ladies diary as she struggles through life up until midnight curfews and forced broccoli dinner servings by finding humor in it all.",from-things-114,,
"6. ""Superhero Guardians” Series – Follow these children as they navigate the day-to-day challenges caused by well-meaning superhero parent’s mission to save humanity yet struggle at realizing that Earth is perhaps bigger than just them trying to make sense annually via Father Day cards and putting booster pads under stuffed bras.",from-things-114,,
"7.""Parents Anonymous” Series – A chance encounter brings together kids fed-up with nagging/grouchy/shouty/invasive/unrealistic expectations but still bummed out due digital technology restrictions’ misinterpretation; comedy triumphs over misery resulting in memorable friendships forged and minor acts of calculated rebellion committed",from-things-114,,
8.“Going Solo To The Spa Resort”Series – Imagine being 12 years old without having anyone asking weird questions like “why did you ask Siri if there is such thing called unlimited dessert?” Our hero goes through a series of mishaps and adventures at an all-inclusive spa resort just for themselves. The ideal escape to occupy your imagination before bed!,from-things-114,,
"9.“No More Weird Family Outings, Please!”Series – Do you feel like no one is hearing you out on attending events that are uncool? Welcome to the club! Kids in this book complain about their parents taking them or making them accompany siblings/friends/relatives to events ranging from wedding receptions, operas e.t.c.",from-things-114,,
10.“The Great Parental Disappearance” Series – Suddenly having backpacks and,from-things-114,,
"1. The ""Bye-Bye Club"" series - Follow a group of kids who form a secret society dedicated to thwarting their parents' attempts to leave for date night.",complain-that-225,,
"2. ""Phone Free Zone"" series - Each book explores a different device-free adventure the kids go on with their parents, from camping trips to board game marathons.",complain-that-225,,
"3. ""Family Swap"" series - What if you could switch places with your parent for a day? That's exactly what happens in each installment of this hilarious and heartwarming series.",complain-that-225,,
"4. ""No Fair!"" series - The main characters are siblings who always feel like they're getting the short end of the stick when it comes to attention and privileges from their parents.",complain-that-225,,
"5. ""Parental Advisory: Attitude Ahead"" series - Witty one-liners and snarky commentary abound as the protagonists share their opinions on everything from early bedtimes to broccoli dinners in this diary-style collection.",complain-that-225,,
"6. The ""Gotcha!"" Detective Agency Series - These junior sleuths spend each book trying to catch their parent(s) in some kind of wrongdoing (like eating ice cream after bedtime or sneaking an extra cookie).",complain-that-225,,
"7. The ""Power Struggle Chronicles"" – Young readers will relate as siblings battle it out over everyday household responsibilities such as taking out trash,doing dishes",complain-that-225,,
"8.""The Kid Whisperer""- A funny but educational parenting handbook written by children themselves on how best adults can handle them tactically without shouting, spanking or punishing unfairly",complain-that-225,,
9.The “Kiddie Council” – where superheroes come together for meetings discussing ways they can all ensure that everyone’s reunited with families whenever needed,complain-that-225,,
10.“FamTalk” aka Family Talk Show -,complain-that-225,,
A brilliant format bringing various families & celebrity guests every week onto National TV showcassaying witty discussion & debates around issues which often separate them.Visible Positive outcomes seeked...,complain-that-225,,
"1. The Seekers of the Lost Nebula: A group of medieval space travelers embark on a quest to discover a mysterious, lost nebula that holds the key to their civilization's survival.",reimagined-hyperdrive.-769,,
"2. Knights of the Galactic Round Table: A legendary brigade of knights spanning galaxies, fighting for honor and glory in an interstellar conquest fueled by chivalry and weaponry.",reimagined-hyperdrive.-769,,
"3. The Last Crusade Across the Cosmos: In a galaxy plagued by conflict, one band of warriors journeys across stars, seeking redemption through battle against extraterrestrial foes.",reimagined-hyperdrive.-769,,
4. Singularity from Camelot: Follows alchemist Gaius as he invents jump drives with his apprentice Merlin who seeks new knowledge whilst navigating family lineage under his father King Uther Pendragon who rules space.,reimagined-hyperdrive.-769,,
5. The Toilers in Deep Space: Driven from Earth at gunpoint decades ago through terraform technology where they try to survive but then they must face ancient forces awoken deep beneath their planets surface.,reimagined-hyperdrive.-769,,
6. Of Stars and Swords: Anguished amnesiac Alric Cromwell emerges out into an even more complex society than he ever knew existed – shrouded in magic undreamt-of by science or reason unique genius suddenly set adrift amongst callous adventuring groups battling it out amid mystic worlds beyond our time stream!,reimagined-hyperdrive.-769,,
7. Eons Apart Yet Intertwined Through History’s Threads - follows ambitious young cyborg Benjamin Vaidya leading company “The Brotherhood” striving relentlessly toward goals never before possible that conquer technologically-advanced societies while also discovering ancient long-lost territories harboring secrets incomprehensible today!,reimagined-hyperdrive.-769,,
8 . Riders Till Doomsday : Three factions bitterly vying over territory ruled entirely through swordfighting so-called ‘riders’; pirates wreck havoc upon everyone else save themselves which might prove fatal when historians put down all rivalries under foot via tracking down planet-devouring sunspots rapidly worsening.,reimagined-hyperdrive.-769,,
"9. Outlanders from Arcadia: In the galaxy far away, space voyagers band together against powerful alien races seeking to dominate and militarise whole planets in an action-packed science-fantasy adventure that spans millennia.",reimagined-hyperdrive.-769,,
10. The Crimson Crusade of Sylvaria- A passionate warrior princess with a keenness for justice leads her clan on a holy war to reignite the dying sun that will bring ultimate demise for their monarchy if not reunited before cosmic forces intervene with galaxies’s fate hanging by thread.,reimagined-hyperdrive.-769,,
"1. The Knights of the Hyperdrive: A team of space explorers, descended from medieval knights, journey across galaxies to save their kingdom from a mysterious threat.",middle-with-929,,
"2. The Warp Crusades: After discovering hyperdrive technology, a group of monks embark on a mission to spread their faith through the galaxy -- and encounter unexpected challenges along the way.",middle-with-929,,
"3. The Blacksmiths' Guild: In this space opera-meets-fantasy mashup, a guild of expert blacksmiths finds that their skills are just as valuable in crafting weapons for intergalactic warfare as they were in making swords and armor during medieval times.",middle-with-929,,
"4. Sky Castles and Star Dragons: Inspired by Arthurian legend, this series follows the adventures of Queen Guinevere and her crew as they navigate turbulent political landscapes and engage in epic battles against alien invaders with dragons by their side.",middle-with-929,,
5. The Space Minstrels' Tale: Follow the misadventures of an interstellar troubadour who travels between planets to perform his classic ballads -- only to find himself embroiled in dangerous quests alongside eccentric companions.,middle-with-929,,
"6. Dark Ages 3000 AD: Set centuries after humanity nearly destroyed itself with nuclear war, this gritty sci-fi retelling draws on tales of Vikings and other warrior traditions for its storylines about scrappy clans fighting for survival aboard massive spaceships known as ""longboats.""",middle-with-929,,
"7. Skypirates vs Spellcasters : When ruthless pirates begin raiding settlements across multiple star systems, it's up to small enclaves of spellcasters -- masters at bending reality using willpower alone--to band together into strongholds capable keeping them at bay; little do they know that somewhere else Pirates have started out-exploiting magic-imbibed weaponry plaguing a reign onto many worlds!",middle-with-929,,
"8 .Beyond Camelot -The Solar Lancelots:, Following Merlin's guidance King Arthur has built mobile cities around Earth's orbit safeguarding humanity from the clutches of extraterrestrial entities. Centuries on, these cities are ruled by Arthur's kinsmen and enriched with advanced AI wizards guarding them , ready to confront external threats like never before.",middle-with-929,,
"9 .Pendragon Nirvana: As mystic artifacts surface signalling the return of Camelotian heroes, societies across galaxies race to dig ancient prophecies and find a way out of their ongoing battles in hope for salvation; Little do they know what unfolds is often not as one imagines!",middle-with-929,,
10. Robo-Knights Of,middle-with-929,,
"1. ""The Space Crusades"" series follows the adventures of a band of knights aboard their spacefaring castle-ship as they journey across the galaxy to defend their medieval space empire from invaders.",,,
"2. In ""Galactic Alchemy,"" readers follow a female knight who is also an alchemist as she combines science and magic in her quest for knowledge and power.",,,
"3. ""Astro-Knights"" features a group of warrior knights tasked with defending against alien threats while also navigating political intrigue in their royal courts.",,,
"4. ""Cosmic Chivalry Chronicles"" explores themes of loyalty, sacrifice, and honor among rival houses vying for control over the galaxy's resources.",,,
"5. The ""Tales of Starry Camelot"" reimagines the legendary King Arthur story but set on far-off planets instead of traditional Earth locations like England.",,,
"6. In ""Noble Warriors Black Hole Brigade,"" readers follow a group of high-tech paladins combating demons that lurk within dark corners of space stations or spaceships themselves - not just out amongst stars!",,,
7.  Taking inspiration from both Game Of Thrones type intrigue novels along with classic sci-fi adventure tropes: “Chronicles From Orion's Keep” tells stories about fantastic creatures fighting alongside highly advanced spaceships on golden age interstellar battlegrounds orbiting ancient ruins worlds where long dormant strife stirs up once again slowly eroding all sense societal cohesion ...,,,
"8. In “Dark Matter Castles,” each volume sees another contested realm embattled amid tumultuous strife throughout galaxies fraught w/ perilous empires alternately rising falling whilst duels riddle vivid machine gun corridors halls since no place safe fracturing hierarchies leaving ruined layers (alongside fortified walls) behind each cycle flux its own crisis intricacy complexity adding diversity dynamic universe despite formulaic foundation",,,
"9.“Maiden Of Stars Durandal Knights” weaves together intricate tale lined with romance, bravery, & battles between noble knights organizations in a futuristic galaxy suspended w/ honor, and technology. Tension mounts as empires rise fall while a maiden commands the celestials.",,,
"10. ""Five Worlds Medieval Space Odyssey Quest"" has everything readers love about medieval fantasy - adventure heroes fighting good vs evil across intergalactic space highways filled with thrilling legions of mysterious fauna and exotic landscapes await you!",,,
1. The Knights of the Galactic Round Table: Follow a group of futuristic knights traveling through space and battling against tyrant rulers.,with-the-443,,
"2. The Space King's Heir: When the king of an advanced medieval planet dies, his son must embark on a journey to claim his birthright and rule his kingdom with honor.",with-the-443,,
3. Medieval Starship Chronicles: A struggling captain must lead a crew of misfits aboard their motley starship through war-torn galaxies in search for power and glory.,with-the-443,,
"4. Time Traveling Crusaders: In order to protect their homeland from invaders across different timelines, a group of crusaders travels back in time to correct historical events that led up to disastrous outcomes.",with-the-443,,
5. Celestial Blacksmiths' Guild: Follow members of the prestigious guild as they forge weapons for powerful intergalactic kingdoms while navigating treacherous political alliances and enemies who seek their demise.,with-the-443,,
"6. Alien Armorers Ascendancy: After discovering ancient alien technology, two former rivals team up against corrupt governments to become unstoppable weapon-smiths in space and change the course of medieval history forever.",with-the-443,,
7. Sons Of Planet Earth: A sci-fi novel series following three brothers who each possess unique abilities that make them essential hunters needed by kingdoms across planets during wartime conflicts,with-the-443,,
"8.Lunar Mercenaries Inc.: Hired by an embattled queen on earth-like planet shrouded under constant darkness brought upon it by devastating volcanic eruptions, several groups compete over rare resources including mercenaries dedicated taking advantage at all costs leading complicated lives amongst royal family themselves seeking competing advantages when love develops",with-the-443,,
9.The Dark Ages Rebellion Saga : A loosely organized alliance fights off oppressors seeking control over entire galaxy creating ragtag alliances among unlikely allies forging powerful bonds rebelling against unjust galactic oppression with techno-paranormal twist ,with-the-443,,
10.Medieval Skies Chronicles:The new frontier starts at sky reach never before journeys possible until now leading fearless bands charting new terrain and fighting dangerous challenges levitating up high through cloud filled skies against all elements building a civilization around them or crashing and burning trying,with-the-443,,
"1. ""Hyperdrive Knights"": Follow the adventures of a group of space-faring knights as they protect kingdoms and explore new worlds in their hyperdrive-powered ships, battling exotic dangers with gadgets and weapons that would have seemed fantastical in the Middle Ages.",reimagined-the-178,,
"2. ""Dark Star Crusaders"": A group of honor-bound assassins traverses a galaxy both beautiful and treacherous. These tech-enhanced warriors work covertly for feudal masters, preferring shadowy tactics to brawn or swords; along this way attempting to uncover an alien conspiracy plotting to exploit this medieval interstellar system's vast resources.",reimagined-the-178,,
"3. ""Gleaming Courtiers"": In this glided age of courtly politics par excellence, across planetary landscapes complete with intrigue from outer worlds lies an incredible jousting tournament taking place every season drawing tens-of-millions-embracing not only accolades but also lucrative benefits imperative to curry favor amongst different territories.",reimagined-the-178,,
"4. ""Space Rogue Tournaments"": The reader finds themselves following battles between expert fighters brought forth on board exclusive treasure-seeking spaceships competing via laser-played Xbox-platform- like game simulators at enigmatic ancient refueling cartels where guild businesses salivate over likely future champions promising expansion protection?",reimagined-the-178,,
5. “Crusading For Light”: Its main stories give attention foremost to how harsh violence threatened Medieval lower-class societies facing now heavily-sanctuarized hyper-jungles littered throughout infinite realms which highlight colossal human shortcomings initiating evolved wonderment pivoted towards shaping much more habitable grounds - with unown unknown goal summon postmodern governmental policy surrounded by secret orders whose community understands planet remaking technology thoroughly already secretly forging their next instalment boost countries seeking legitimacy assistances preparing fully unified political field capable bringing uniform output celestial advancements!,reimagined-the-178,,
"6.""The Colour Blading Skies”: Airships powered above open skies help defend sides coalition amidst intermittent feuds growing hostile bound tightly comprising tense deadly emotive sagas requiring its lost saga warriors to emerge mature seeking global dominance outrun hyperdrive foes yet face harrowing challenges smearing from both cyberattacks forging espionage done by governments and rebels alike bringing forth per desolate narratives bravery enriching sober subject matter unique to space opera.",reimagined-the-178,,
"7.""Sanctity of Daraas"": Interlaced with thousands of elite families firmly grounded in tradition embrace artificial limitations heavily faith-based laws represent ages when cosmic empires before falling incorporated still remain active many now choose one young empire emerging latest give tolerance legacy gifts honoring a unitary God whose merciful justice cares for",reimagined-the-178,,
"1. Chronicles of the Star Crusaders: Knights, princesses, and wizards on a galactic quest to save their world from the dark force that threatens its destruction.",middle-ages-142,,
2. Tales of the Lunar Empire: Noble houses engage in political intrigue across space kingdoms while rivals plot against each other with hyperdrive-powered armadas.,middle-ages-142,,
3. The Solar System War Saga: A saga following rival Empires vying for power in deep-space Middle Ages filled with rebellion and adventure!,middle-ages-142,,
4. Knights of the Blackhole Order: Dark knights sworn to destroy an ancient cult using forbidden technology deemed too powerful for it's own good.,middle-ages-142,,
5. Through The Wormhole Gateways.A series following young squire Denard trading his swordsmanship skills as he embarks on a journey through various wormholes exploring uncharted territories ruling distant planets known only of legend - all in search of high adventure,middle-ages-142,,
"6.Straight Through TimeAn epic tale filling many volumes about Gwendolyn Of Light, Grand Inquisitor General who controls multiple timelines to snuff out evil wherever otherwise doom would follow....",middle-ages-142,,
7.Space Lancer Apprentice.Skittering parasitic aliens invades only significant planet Tevenoragonius which aims to become capital world where humanity can exist without being ruled-much less enslaved—by aggressive rogue factions beyond  worlds never before seen by human eye.t sends children into Serpensortia –crazy “size at will” deminsional realm so they might awaken elements at dangerous peaks unfeasible Space Combat occurs!   ,middle-ages-142,,
"8.TerraWorld Adventures:A modest scribe named Tristan takes up mystical weapons & follows queen Xena who proffers him smuggling secrets around fringes then returning complex instructions; unknowingly ,he finds himself amidst tangled schemed,saving every citizen within Terraworld enclave but not before losing everything he ever held dear!",middle-ages-142,,
"9.Galactic Swordsman Trilogy:Get immersed in bold interstellar conflicts surrounded by panoply of space weapons&wielded by the most incredible warriors universe has ever seen.Voyages to strange worlds,vainy skirmishes and violent clashes resulting in gripping storytelling!",middle-ages-142,,
"10. Reign of Space Empires:Explore The Master Metropolis, a grandiose planetary republic spanning 49 systems,& follow two highly intelligent heroines  as they contend powerful persons fighting for control.Entyr into reign of deception,duplcity,savagery,political exploitation& counter critical challengers including powerful astroknights from around other regions-then stand back while Dominion",middle-ages-142,,
"1. ""Knights of the Cosmos"" series follows the adventures of a group of futuristic knights equipped with deadly space cannons and starships. ",with-the-972,,
"2. ""Time Traveling Squires"" series explores medieval Space Opera genre through the perspective of time-traveling explorers from contemporary times who find themselves in midst of intergalactic Princess fighting against evil Warlords.",with-the-972,,
"3. ""Galactic Crusades"" depicts both religious fervor and ethical ambiguity that pervade future societies where sectarian strife is normal; based on Medieval France's “Cross-World Wars.”",with-the-972,,
"4. “The Black Armaund” presents an epic story about a spacecraft – The Black Armaund, set in Middle Age fantasy universe, which takes us on thrilling adventure full spaceships assaults as it travels galaxy.",with-the-972,,
"5. Take readers deep inside into cosmic cathedral like no other! That’s what “Cosmic Cathedrals,” debut novel by author Jane Roe, achieves through intricate world building combined with contemporary middle ages themes including political intrigue woven throughout its pages.",with-the-972,,
"6.""Star-crossed Knights"": two lovers come from opposing factions in an even further area away than Eurocentric influences (in space) at midpoint or new conicidental planet discovered before imaginary xternity",with-the-972,,
"7.""Swashbuckling Raiders Meet Interstellar battle cruisers - Remnants Of An Evanescent Realm"". It delves into conflicting ideologies during one period supreme civil unrest -- looks almost frozen compared to current system!  ",with-the-972,,
"8.“Terra Nova Chronicles”, incited when colonizers elected governor bear unheard technology hidden under their swords-clad apparel allowed powerful little-known optical effect amplify unpredictable cosmic interference while forging competition for unlikely planet millions agreed mortally incapable survive regardless tribal heritage/status upbringing relative successes.",with-the-972,,
9.“Magical Praetorian Knights”: multiverses are dangerous places but beyond realm guard soldiers march between realities protecting inhabitants from monstrous predicaments... until impish scientist starts tinkering unsupervised with reality gates.,with-the-972,,
"10. Medievally directed sound waves bumping into the stars and creating castles in uncanny skies manifest innermost thrill of “The Nightingale’s Sonata” series by famous writer, Pauli Kuttsky.",with-the-972,,
Note: The written text given was 62 words instead of 500 as mentioned on prompt.,with-the-972,,
"1. ""The Parent Trap Chronicles"": A snarky and hilarious series where a group of adventurous kids who are constantly complaining about their parents' short-sightedness come up with elaborate schemes to teach them lessons.",parents.-them-698,,
"2. ""Mommy Dearest but not So Much"": In this satirical series, precocious children detail the absurdity and drama that comes with living under the reign of a demanding mother.",parents.-them-698,,
"3. ""Daddy-O Blues"": Follow four siblings in their witty quest to get Daddy off his phone in every episode of this comedy book series for middle-graders.",parents.-them-698,,
"4. ""No More Bedtime Ever Again!"":- When six-year-old Sophia gets tired of being told when it's time for bed, she rallies her neighborhood friends to fight against bedtime rules one riotous night at a time in this rollicking adventure tale.",parents.-them-698,,
"5. “Unleashed Personality”: Amid parental expectations and guidance override, teenager Eva creates chaos by learning different personalities from the parent’s works in order to stay true to her unique self while still getting what she wants—or so she thinks!",parents.-them-698,,
"6.""Young Mastersclass "": Three pairs bring surprisingly creative solutions as they tell different stories—embodying tactics/maneuvers—to outsmart Parents’ ridiculous household ruling without defying them-innovate consequences-respective art classes"" ",parents.-them-698,,
7.”Special Office Hours Parties Attendance”: Eight friends band together into The Populars Club which now has two prime goals—if your parents swear / lie on after-school/ Homework routines give it 2 weeks then Come Party Saturdays at ALIYAH Magazine,parents.-them-698,,
"8.“Babysitting Mama!”:Follow Mia &Emma nagging everyday complaints about Mum leaving work too late;Papa always forgetful/makes messes&E-mails,Toronto Life Woes,Social Mediadaze-Eveer heard???She Won't Edi You Watching Your own Siblings-Much like baby-sitters club,but more devlish pranks&lessons than just working and babysitting",parents.-them-698,,
"9.""Hall Monst–Err…Patrol!”: Overseeing traffic constantly or Teaching P.E., Mrs Cook assigns something completely wild requiring Kids to fill job positions handling school’s Behaviour,Bullies, Chronic complainers and Traffic/Walker issues—During the twists-Fun antics ties them all together",parents.-them-698,,
10.“The Kids Crusade”:-Kids aren’t being heard!Girls from two different neighbourhoods unite due to a shared struggle-to see adults recognize that Children really aren't 'equal' with no,parents.-them-698,,
idea,short code,short_code,
"1. ""The Secret Society of Parent-Disapprovers,"" where a group of kids form a secret club to share their dissatisfaction with parental rules and come up with outrageous plans to rebel against them.",,,
"2. ""Undercover Siblings,"" a series about siblings who team up to gather intel on their parents' strange behavior, using spy gadgets and logic puzzles.",,,
"3. ""My Parents are Aliens!"" - an adventure story where children discover that their parents are actually extraterrestrial beings and set out to uncover the truth behind their arrival on Earth.",,,
"4. ""Matilda Meets the Magic Lamp,"" in which Matilda finds an enchanted lamp that lets her wish for anything she desires (including better parental obedience).",,,
"5. ""Parental Parolee Predicaments"" - a pithy novel experience from multiple perspectives about various different sorts of rebellious children whose parents happen to be convicted felons.",,,
"6. ""The Day My Parents Disappeared"" - after wishing upon a magical star for some peace, two siblings wake up one day without any adults around; this book is all about what they do next.",,,
"7. ""Sassy Kids Against Boring Adults"" – funny perceptions/gossip blogs written by informative kids as they compare themselves to ultra-boring grownups in average-wage jobs—Such as teachers or bankers!",,,
"8. ""Wishful Thinking""- A vibrant cast discovers three wishes each year! Will it bring problems or solutions? They must choose wisely…",,,
9: “Parallel Universe Un-Parenthood” – featuring alternate version universes wherein children find themselves without adopting guardians but maintain other close family members’ friendships/work for survival,,,
10: “Time Traveling Tots”- we will follow our child protagonist(s) through history as they go back into time whilst adventuring towards discovering which instance in time leads his/her/their beloved family member astray?,,,
"1. ""Breaking Barriers"" - A series following the stories of different teens as they embark on their dream careers, facing obstacles big and small along the way.",,,
"2. ""TrailBlazers"" - The adventures of a group of innovative young people who are determined to break into fields that have traditionally been closed to them.",,,
"3. ""First Steps"" - Follow the journey of young stars navigating their first steps in difficult industries such as fashion, music or sports.",,,
"4. ""New Heights"" - These teens shoot for the moon, pursuing high-flying jobs like pilots, astronauts and aviation engineers despite everyone else telling them it's impossible.",,,
"5. ""Find Your Rhythm"" – This book series follows musical artists from the beginning days playing gigs in back alley bars all the way up until they hit stardom status with millions waiting worldwide for new releases.",,,
6. “Game On” – This book rings true with gamers everywhere: A twisted plot of youth aspiring to be professional players someday while getting caught up in this dangerous world where anything is possible and expected,,,
"7.""Let's Cook!"" Teens cater cuisines and conquer cooking competitions aimed at survival against each other",,,
"8.""By Land Or Sea""- These adventurers dream big when aiming at becoming marine biologists trailing ocean life or earth-loving scientists trekking far-and-wide for environmental initiatives .",,,
9.“In Her Shoes”- Young ladies take center stage overcoming hate speech & harassment while studying law cases through female perspectives ,,,
"10.""Creating Change""- Our lead characters share aspirations towards prominent public service occupations bringing changes locally starting globally",,,
"1. The Hidden Professions: A group of middle schoolers discover their passion for unconventional careers, such as puppeteering, tarot reading, and urban farming. Together they navigate the challenges of pursuing these paths while facing opposition from parents and peers.",,,
"2. Dream Chasers: Four friends decide to pursue their dream jobs after a class assignment on career exploration leads them down unexpected paths in the fields of journalism, astronomy, robotics engineering and fashion design.",,,
3. Nonconformist Careers101: A quirky guidebook for young people who want to follow their own unique path in life but don't know where to start. It offers advice on niche career options like ice cream taster or amusement park ride tester along with real-world examples of people who have succeeded in these fields against all odds.,,,
"4. Artistic Ambitions: Follow four budding artists through high school as they face the obstacles (and joys) that come with pursuing painting, sculpting, writing and acting professionally from a young age",,,
5. Fearless Femmes Follow Future Fates is centered around five girls determined not to live up to society's expectations by following typical conventions when it comes to career choices; instead they chart courses that are far from monotony - lion taming anyone?,,,
6.Confidence Crisis Chronicles-Each book follows one girl whose steadfast self-esteem gets tested when she moves towards more unconventional professions such as treasure hunting through ancient tombs.Pick up some valuable lesson about believing oneself!,,,
"7.Following Your Passion Persists-Piloted by 12 individuals this series journeys into how difficult yet feasible yet finding professional fulfillment could be! Touches upon intergenerational differences,dissent between traditional titles verses new fronteirs,and unlocking your dreams behind locked vaults!",,,
"8.Career Counseling For Dummies-A multi-part handguide filled with funny anecdotes,silly puns,and memes which serve both entertainment value and practice tips for students looking forward to following offbeat career choices.",,,
"9.Career Cravings- Follows the lives of five friends who gather together every week to discuss different career trajectories and how each one can make their future more adventurous, with less fear. Go on a journey exploring different possibilities until they find what suits them best!",,,
