NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_LUNG_CSH1_CSH2_POSITIVE_CELLS	DESCARTES_FETAL_LUNG_CSH1_CSH2_POSITIVE_CELLS		21	0.35317627	1.4501208	0.090361446	0.11176323	1.0	731	tags=48%, list=28%, signal=65%	
TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL	TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL		23	0.35737434	1.4343677	0.08074534	0.11990507	1.0	929	tags=70%, list=35%, signal=106%	
DESCARTES_FETAL_LIVER_MYELOID_CELLS	DESCARTES_FETAL_LIVER_MYELOID_CELLS		42	0.28372663	1.4324025	0.064	0.120165594	1.0	825	tags=55%, list=31%, signal=78%	
CUI_DEVELOPING_HEART_C9_B_T_CELL	CUI_DEVELOPING_HEART_C9_B_T_CELL		17	0.36652926	1.4025805	0.101052634	0.1389804	1.0	820	tags=71%, list=31%, signal=102%	
TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL	TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL		17	0.3776096	1.3981189	0.10183299	0.14117947	1.0	698	tags=65%, list=26%, signal=87%	
DESCARTES_FETAL_EYE_STROMAL_CELLS	DESCARTES_FETAL_EYE_STROMAL_CELLS		31	0.3031985	1.3913605	0.09243698	0.14498399	1.0	981	tags=65%, list=37%, signal=101%	
TRAVAGLINI_LUNG_MYOFIBROBLAST_CELL	TRAVAGLINI_LUNG_MYOFIBROBLAST_CELL		16	0.36587608	1.3811473	0.11177645	0.15144335	1.0	1030	tags=75%, list=39%, signal=122%	
TRAVAGLINI_LUNG_NEUTROPHIL_CELL	TRAVAGLINI_LUNG_NEUTROPHIL_CELL		37	0.27958596	1.3691053	0.0998004	0.15948603	1.0	935	tags=54%, list=35%, signal=82%	
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4		20	0.34311047	1.3671843	0.11297071	0.15972222	1.0	648	tags=50%, list=24%, signal=66%	
HE_LIM_SUN_FETAL_LUNG_C1_LATE_BASAL_CELL	HE_LIM_SUN_FETAL_LUNG_C1_LATE_BASAL_CELL		25	0.30788687	1.3572798	0.10373444	0.16617897	1.0	667	tags=44%, list=25%, signal=58%	
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	HAY_BONE_MARROW_IMMATURE_NEUTROPHIL		16	0.3691991	1.3405228	0.12627292	0.17815848	1.0	922	tags=69%, list=35%, signal=105%	
DESCARTES_MAIN_FETAL_CLC_IL5RA_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_CLC_IL5RA_POSITIVE_CELLS		20	0.33201686	1.3378233	0.14256619	0.17916201	1.0	462	tags=40%, list=17%, signal=48%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS		99	0.20748556	1.3308562	0.08108108	0.1836269	1.0	914	tags=47%, list=35%, signal=70%	
FAN_OVARY_CL10_PUTATIVE_EARLY_ATRESIA_GRANULOSA_CELL	FAN_OVARY_CL10_PUTATIVE_EARLY_ATRESIA_GRANULOSA_CELL		15	0.36277968	1.3162254	0.16228071	0.1952938	1.0	478	tags=47%, list=18%, signal=57%	
TRAVAGLINI_LUNG_PROXIMAL_BASAL_CELL	TRAVAGLINI_LUNG_PROXIMAL_BASAL_CELL		44	0.24827218	1.311609	0.12929294	0.19852015	1.0	929	tags=57%, list=35%, signal=86%	
AIZARANI_LIVER_C5_NK_NKT_CELLS_3	AIZARANI_LIVER_C5_NK_NKT_CELLS_3		16	0.35356757	1.3092699	0.16536964	0.19913182	1.0	820	tags=69%, list=31%, signal=99%	
HE_LIM_SUN_FETAL_LUNG_C1_MID_BASAL_CELL	HE_LIM_SUN_FETAL_LUNG_C1_MID_BASAL_CELL		30	0.27699196	1.2893975	0.16032064	0.2164785	1.0	970	tags=57%, list=37%, signal=88%	
ZHENG_CORD_BLOOD_C3_MEGAKARYOCYTE_ERYTHROID_PROGENITOR	ZHENG_CORD_BLOOD_C3_MEGAKARYOCYTE_ERYTHROID_PROGENITOR		16	0.35006344	1.2861766	0.16407983	0.2180235	1.0	299	tags=31%, list=11%, signal=35%	
GAUTAM_EYE_IRIS_CILIARY_BODY_MEG3_HIGH_FIBROBLASTS	GAUTAM_EYE_IRIS_CILIARY_BODY_MEG3_HIGH_FIBROBLASTS		19	0.32211533	1.281202	0.1692607	0.22119986	1.0	938	tags=68%, list=35%, signal=105%	
MANNO_MIDBRAIN_NEUROTYPES_HPERIC	MANNO_MIDBRAIN_NEUROTYPES_HPERIC		110	0.19513339	1.2786261	0.10625	0.22224177	1.0	646	tags=38%, list=24%, signal=48%	
CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL		31	0.2696944	1.2773716	0.16424116	0.2218663	1.0	893	tags=61%, list=34%, signal=91%	
DESCARTES_MAIN_FETAL_THYMIC_EPITHELIAL_CELLS	DESCARTES_MAIN_FETAL_THYMIC_EPITHELIAL_CELLS		34	0.26630288	1.2758191	0.16427104	0.22178943	1.0	1136	tags=65%, list=43%, signal=112%	
DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS	DESCARTES_FETAL_LUNG_LYMPHATIC_ENDOTHELIAL_CELLS		19	0.32277697	1.2724034	0.19393939	0.22393648	1.0	635	tags=47%, list=24%, signal=62%	
FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL	FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL		16	0.33501622	1.2523333	0.18259023	0.24286716	1.0	678	tags=50%, list=26%, signal=67%	
HE_LIM_SUN_FETAL_LUNG_C2_APOE_POS_M2_MACROPHAGE_CELL	HE_LIM_SUN_FETAL_LUNG_C2_APOE_POS_M2_MACROPHAGE_CELL		37	0.24696171	1.2422606	0.17987151	0.2521164	1.0	720	tags=49%, list=27%, signal=66%	
BUSSLINGER_DUODENAL_IMMUNE_CELLS	BUSSLINGER_DUODENAL_IMMUNE_CELLS		48	0.23294389	1.2348839	0.17521368	0.25872168	1.0	560	tags=44%, list=21%, signal=54%	
DESCARTES_FETAL_MUSCLE_MYELOID_CELLS	DESCARTES_FETAL_MUSCLE_MYELOID_CELLS		16	0.33163828	1.2348347	0.20289855	0.2570138	1.0	763	tags=56%, list=29%, signal=79%	
HAY_BONE_MARROW_NK_CELLS	HAY_BONE_MARROW_NK_CELLS		39	0.24399965	1.2227248	0.18333334	0.26910573	1.0	698	tags=46%, list=26%, signal=62%	
DESCARTES_FETAL_CEREBRUM_MICROGLIA	DESCARTES_FETAL_CEREBRUM_MICROGLIA		67	0.20649564	1.2105247	0.1680498	0.28147036	1.0	763	tags=42%, list=29%, signal=57%	
DESCARTES_FETAL_LUNG_MYELOID_CELLS	DESCARTES_FETAL_LUNG_MYELOID_CELLS		29	0.2605063	1.193952	0.2096436	0.29938418	1.0	977	tags=59%, list=37%, signal=92%	
DESCARTES_FETAL_MUSCLE_SMOOTH_MUSCLE_CELLS	DESCARTES_FETAL_MUSCLE_SMOOTH_MUSCLE_CELLS		25	0.27402666	1.1924709	0.23553719	0.2994633	1.0	1812	tags=96%, list=68%, signal=301%	
DESCARTES_MAIN_FETAL_METANEPHRIC_CELLS	DESCARTES_MAIN_FETAL_METANEPHRIC_CELLS		18	0.30793893	1.1861941	0.26522595	0.30482277	1.0	1072	tags=67%, list=40%, signal=111%	
GAO_LARGE_INTESTINE_ADULT_CE_OLFM4HIGH_STEM_CELL	GAO_LARGE_INTESTINE_ADULT_CE_OLFM4HIGH_STEM_CELL		62	0.21116309	1.1691426	0.21896163	0.32495254	1.0	507	tags=27%, list=19%, signal=33%	
AIZARANI_LIVER_C20_LSECS_3	AIZARANI_LIVER_C20_LSECS_3		31	0.24671084	1.1686326	0.2639485	0.3234878	1.0	757	tags=45%, list=29%, signal=63%	
CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE	CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE		15	0.31366968	1.1604297	0.2636917	0.33187467	1.0	1080	tags=60%, list=41%, signal=101%	
DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS	DESCARTES_FETAL_ADRENAL_CSH1_CSH2_POSITIVE_CELLS		37	0.23738761	1.1492331	0.28425357	0.344112	1.0	875	tags=46%, list=33%, signal=68%	
CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL	CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL		30	0.2539752	1.1448071	0.25252524	0.3481658	1.0	938	tags=53%, list=35%, signal=82%	
DESCARTES_FETAL_SPLEEN_MYELOID_CELLS	DESCARTES_FETAL_SPLEEN_MYELOID_CELLS		21	0.27474603	1.1290594	0.30417496	0.36827466	1.0	977	tags=62%, list=37%, signal=97%	
TRAVAGLINI_LUNG_LIPOFIBROBLAST_CELL	TRAVAGLINI_LUNG_LIPOFIBROBLAST_CELL		24	0.2600814	1.1118144	0.30290458	0.3906106	1.0	559	tags=38%, list=21%, signal=47%	
DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS	DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS		21	0.27487123	1.1117661	0.32251522	0.38825652	1.0	820	tags=57%, list=31%, signal=82%	
DESCARTES_FETAL_KIDNEY_MESANGIAL_CELLS	DESCARTES_FETAL_KIDNEY_MESANGIAL_CELLS		21	0.27209446	1.1115968	0.2932039	0.38610044	1.0	795	tags=48%, list=30%, signal=68%	
DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS		19	0.2784781	1.1001446	0.33195877	0.40109006	1.0	481	tags=37%, list=18%, signal=45%	
DESCARTES_FETAL_CEREBELLUM_MICROGLIA	DESCARTES_FETAL_CEREBELLUM_MICROGLIA		79	0.17919314	1.0961065	0.28915662	0.4048767	1.0	763	tags=41%, list=29%, signal=55%	
TRAVAGLINI_LUNG_LYMPHATIC_CELL	TRAVAGLINI_LUNG_LYMPHATIC_CELL		32	0.23693764	1.0904355	0.3401222	0.4110718	1.0	598	tags=38%, list=23%, signal=48%	
DESCARTES_FETAL_THYMUS_STROMAL_CELLS	DESCARTES_FETAL_THYMUS_STROMAL_CELLS		34	0.22597931	1.0720034	0.36382535	0.43760535	1.0	938	tags=53%, list=35%, signal=81%	
FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL		22	0.2523785	1.0642833	0.3747495	0.44737512	1.0	821	tags=59%, list=31%, signal=85%	
GAO_ESOPHAGUS_25W_C4_FGFR1HIGH_EPITHELIAL_CELLS	GAO_ESOPHAGUS_25W_C4_FGFR1HIGH_EPITHELIAL_CELLS		31	0.22315596	1.0205686	0.40040243	0.5166156	1.0	165	tags=16%, list=6%, signal=17%	
CUI_DEVELOPING_HEART_C5_VALVAR_CELL	CUI_DEVELOPING_HEART_C5_VALVAR_CELL		29	0.22546585	1.0144597	0.4397463	0.52395767	1.0	870	tags=52%, list=33%, signal=76%	
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1		56	0.18125272	1.0026037	0.4470339	0.5408569	1.0	590	tags=36%, list=22%, signal=45%	
DESCARTES_MAIN_FETAL_TROPHOBLAST_GIANT_CELLS	DESCARTES_MAIN_FETAL_TROPHOBLAST_GIANT_CELLS		24	0.23581845	0.9979173	0.4654088	0.545976	1.0	1311	tags=79%, list=50%, signal=155%	
DESCARTES_MAIN_FETAL_MEGAKARYOCYTES	DESCARTES_MAIN_FETAL_MEGAKARYOCYTES		17	0.2516112	0.97851837	0.4632653	0.57696265	1.0	313	tags=24%, list=12%, signal=27%	
DESCARTES_FETAL_INTESTINE_STROMAL_CELLS	DESCARTES_FETAL_INTESTINE_STROMAL_CELLS		15	0.26861706	0.9727291	0.47916666	0.5835255	1.0	1939	tags=100%, list=73%, signal=372%	
CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE	CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE		20	0.24023525	0.9668802	0.4580777	0.5909612	1.0	938	tags=55%, list=35%, signal=85%	
HE_LIM_SUN_FETAL_LUNG_C2_DC1_CELL	HE_LIM_SUN_FETAL_LUNG_C2_DC1_CELL		36	0.19917805	0.94787306	0.5232068	0.62204164	1.0	168	tags=17%, list=6%, signal=18%	
HE_LIM_SUN_FETAL_LUNG_C2_PDC_CELL	HE_LIM_SUN_FETAL_LUNG_C2_PDC_CELL		17	0.24267006	0.93651056	0.5408805	0.6391964	1.0	367	tags=29%, list=14%, signal=34%	
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	AIZARANI_LIVER_C3_NK_NKT_CELLS_2		17	0.24342246	0.91583455	0.5790554	0.67209685	1.0	820	tags=59%, list=31%, signal=85%	
HE_LIM_SUN_FETAL_LUNG_C0_PERICYTE	HE_LIM_SUN_FETAL_LUNG_C0_PERICYTE		30	0.1986859	0.9144157	0.5639913	0.6708965	1.0	612	tags=33%, list=23%, signal=43%	
RUBENSTEIN_SKELETAL_MUSCLE_FBN1_FAP_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_FBN1_FAP_CELLS		36	0.18614237	0.90508866	0.60493827	0.6835731	1.0	13	tags=8%, list=0%, signal=8%	
HAY_BONE_MARROW_STROMAL	HAY_BONE_MARROW_STROMAL		149	0.12708549	0.8839088	0.68490154	0.7179767	1.0	656	tags=32%, list=25%, signal=40%	
HE_LIM_SUN_FETAL_LUNG_C7_COL20A1_POS_SCHWANN_CELL	HE_LIM_SUN_FETAL_LUNG_C7_COL20A1_POS_SCHWANN_CELL		16	0.23538609	0.87985903	0.60833335	0.72123414	1.0	591	tags=38%, list=22%, signal=48%	
TRAVAGLINI_LUNG_BASOPHIL_MAST_2_CELL	TRAVAGLINI_LUNG_BASOPHIL_MAST_2_CELL		44	0.17364818	0.8780845	0.62899786	0.7202836	1.0	560	tags=32%, list=21%, signal=40%	
TRAVAGLINI_LUNG_GOBLET_CELL	TRAVAGLINI_LUNG_GOBLET_CELL		16	0.23372884	0.8728973	0.6024341	0.72538656	1.0	982	tags=56%, list=37%, signal=89%	
FAN_EMBRYONIC_CTX_ASTROCYTE_1	FAN_EMBRYONIC_CTX_ASTROCYTE_1		18	0.22278428	0.87191194	0.6293996	0.72307444	1.0	902	tags=56%, list=34%, signal=84%	
HE_LIM_SUN_FETAL_LUNG_C0_ASPN_POS_CHONDROCYTE	HE_LIM_SUN_FETAL_LUNG_C0_ASPN_POS_CHONDROCYTE		29	0.18938382	0.8627152	0.66533065	0.7349416	1.0	662	tags=38%, list=25%, signal=50%	
DESCARTES_FETAL_PLACENTA_SMOOTH_MUSCLE_CELLS	DESCARTES_FETAL_PLACENTA_SMOOTH_MUSCLE_CELLS		24	0.20205873	0.85973376	0.6424242	0.7361172	1.0	2116	tags=100%, list=80%, signal=494%	
HE_LIM_SUN_FETAL_LUNG_C2_NEUTROPHIL_CELL	HE_LIM_SUN_FETAL_LUNG_C2_NEUTROPHIL_CELL		18	0.22072993	0.8531458	0.62350595	0.74300814	1.0	1285	tags=67%, list=49%, signal=129%	
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2		45	0.16229428	0.8468688	0.69246435	0.74964565	1.0	591	tags=31%, list=22%, signal=39%	
DESCARTES_FETAL_MUSCLE_STROMAL_CELLS	DESCARTES_FETAL_MUSCLE_STROMAL_CELLS		34	0.1799474	0.8328262	0.6800805	0.7690711	1.0	938	tags=47%, list=35%, signal=72%	
CUI_DEVELOPING_HEART_C1_5TH_WEEK_CARDIAC_CELLS	CUI_DEVELOPING_HEART_C1_5TH_WEEK_CARDIAC_CELLS		20	0.20529748	0.8214974	0.67741936	0.7830243	1.0	902	tags=45%, list=34%, signal=68%	
DESCARTES_MAIN_FETAL_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS	DESCARTES_MAIN_FETAL_CORNEAL_AND_CONJUNCTIVAL_EPITHELIAL_CELLS		25	0.18824062	0.809893	0.7222222	0.7965434	1.0	1074	tags=52%, list=41%, signal=87%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_FIBROBLASTS_STROMAL_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_FIBROBLASTS_STROMAL_CELLS		22	0.19273628	0.808655	0.734252	0.79434294	1.0	1064	tags=55%, list=40%, signal=90%	
HE_LIM_SUN_FETAL_LUNG_C0_RESTING_CHONDROCYTE	HE_LIM_SUN_FETAL_LUNG_C0_RESTING_CHONDROCYTE		22	0.18898739	0.7919239	0.7378049	0.815568	1.0	603	tags=32%, list=23%, signal=41%	
ZHONG_PFC_C9_ORG_OTHER	ZHONG_PFC_C9_ORG_OTHER		20	0.19625692	0.78565085	0.77959186	0.82019216	1.0	608	tags=40%, list=23%, signal=52%	
FAN_OVARY_CL16_LYMPHATIC_ENDOTHELIAL_CELL	FAN_OVARY_CL16_LYMPHATIC_ENDOTHELIAL_CELL		21	0.1899338	0.7748001	0.77115387	0.83101976	1.0	508	tags=33%, list=19%, signal=41%	
DESCARTES_MAIN_FETAL_MICROGLIA	DESCARTES_MAIN_FETAL_MICROGLIA		23	0.17567958	0.74736077	0.82608694	0.8628376	1.0	702	tags=35%, list=27%, signal=47%	
AIZARANI_LIVER_C33_STELLATE_CELLS_2	AIZARANI_LIVER_C33_STELLATE_CELLS_2		18	0.19428684	0.72761965	0.8008299	0.8832322	1.0	1834	tags=94%, list=69%, signal=305%	
DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS		36	0.14952911	0.7203779	0.84821427	0.88705504	1.0	1892	tags=92%, list=71%, signal=317%	
FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2	FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2		40	0.1431068	0.7182238	0.840081	0.88491195	1.0	591	tags=33%, list=22%, signal=41%	
DESCARTES_FETAL_ADRENAL_STROMAL_CELLS	DESCARTES_FETAL_ADRENAL_STROMAL_CELLS		53	0.12665471	0.67717475	0.91796875	0.92234296	1.0	1773	tags=85%, list=67%, signal=252%	
ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR	ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR		18	0.16455917	0.64990926	0.911368	0.9407569	1.0	121	tags=11%, list=5%, signal=12%	
DESCARTES_MAIN_FETAL_IGFBP1_DKK1_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_IGFBP1_DKK1_POSITIVE_CELLS		39	0.12680238	0.6263809	0.9416499	0.9529081	1.0	1902	tags=90%, list=72%, signal=314%	
HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_3_CELL	HE_LIM_SUN_FETAL_LUNG_C0_MESENCHYMAL_3_CELL		43	0.116299555	0.5897439	0.9536842	0.96906596	1.0	662	tags=30%, list=25%, signal=40%	
DESCARTES_FETAL_PANCREAS_LYMPHATIC_ENDOTHELIAL_CELLS	DESCARTES_FETAL_PANCREAS_LYMPHATIC_ENDOTHELIAL_CELLS		15	0.15477759	0.56052405	0.95564514	0.9774138	1.0	635	tags=33%, list=24%, signal=44%	
DESCARTES_FETAL_LUNG_SQUAMOUS_EPITHELIAL_CELLS	DESCARTES_FETAL_LUNG_SQUAMOUS_EPITHELIAL_CELLS		26	0.12277678	0.53660566	0.97373736	0.9805063	1.0	970	tags=38%, list=37%, signal=60%	
