name,stack_size
textplate-large-iron-f,100
textplate-large-iron-g,100
textplate-large-iron-gamma,100
textplate-large-iron-greater,100
textplate-large-iron-h,100
textplate-large-iron-hash,100
textplate-large-iron-hat,100
textplate-large-iron-i,100
textplate-large-iron-j,100
textplate-large-iron-k,100
textplate-large-iron-l,100
textplate-large-iron-lambda,100
textplate-large-iron-less,100
textplate-large-iron-m,100
textplate-large-iron-minus,100
textplate-large-iron-multiply,100
textplate-large-iron-n,100
textplate-large-iron-o,100
textplate-large-iron-omega,100
textplate-large-iron-p,100
textplate-large-iron-percent,100
textplate-large-iron-phi,100
textplate-large-iron-pipe,100
textplate-large-iron-plus,100
textplate-large-iron-q,100
textplate-large-iron-question,100
textplate-large-iron-quotes_double_left,100
textplate-large-iron-quotes_double_right,100
textplate-large-iron-quotes_single_left,100
textplate-large-iron-quotes_single_right,100
textplate-large-iron-r,100
textplate-large-iron-ring,100
textplate-large-iron-s,100
textplate-large-iron-semicolon,100
textplate-large-iron-square,100
textplate-large-iron-squarebracket_left,100
textplate-large-iron-squarebracket_right,100
textplate-large-iron-stop,100
textplate-large-iron-t,100
textplate-large-iron-theta,100
textplate-large-iron-u,100
textplate-large-iron-v,100
textplate-large-iron-w,100
textplate-large-iron-x,100
textplate-large-iron-xi,100
textplate-large-iron-y,100
textplate-large-iron-z,100
textplate-large-iron-zeta,100
textplate-small-plastic,100
textplate-small-plastic-0,100
textplate-small-plastic-1,100
textplate-small-plastic-2,100
textplate-small-plastic-3,100
textplate-small-plastic-4,100
textplate-small-plastic-5,100
textplate-small-plastic-6,100
textplate-small-plastic-7,100
textplate-small-plastic-8,100
textplate-small-plastic-9,100
textplate-small-plastic-a,100
textplate-small-plastic-ampersand,100
textplate-small-plastic-arrow_e,100
textplate-small-plastic-arrow_n,100
textplate-small-plastic-arrow_ne,100
textplate-small-plastic-arrow_nw,100
textplate-small-plastic-arrow_s,100
textplate-small-plastic-arrow_se,100
textplate-small-plastic-arrow_sw,100
textplate-small-plastic-arrow_w,100
textplate-small-plastic-at,100
textplate-small-plastic-b,100
textplate-small-plastic-blank,100
textplate-small-plastic-bracket_left,100
textplate-small-plastic-bracket_right,100
textplate-small-plastic-c,100
textplate-small-plastic-circle,100
textplate-small-plastic-cog,100
textplate-small-plastic-colon,100
textplate-small-plastic-comma,100
textplate-small-plastic-curlybracket_left,100
textplate-small-plastic-curlybracket_right,100
textplate-small-plastic-d,100
textplate-small-plastic-divide,100
textplate-small-plastic-e,100
textplate-small-plastic-epsilon,100
textplate-small-plastic-equals,100
textplate-small-plastic-exclamation,100
textplate-small-plastic-f,100
textplate-small-plastic-g,100
textplate-small-plastic-gamma,100
textplate-small-plastic-greater,100
textplate-small-plastic-h,100
textplate-small-plastic-hash,100
textplate-small-plastic-hat,100
textplate-small-plastic-i,100
textplate-small-plastic-j,100
textplate-small-plastic-k,100
textplate-small-plastic-l,100
textplate-small-plastic-lambda,100
textplate-small-plastic-less,100
textplate-small-plastic-m,100
textplate-small-plastic-minus,100
textplate-small-plastic-multiply,100
textplate-small-plastic-n,100
textplate-small-plastic-o,100
textplate-small-plastic-omega,100
textplate-small-plastic-p,100
textplate-small-plastic-percent,100
textplate-small-plastic-phi,100
textplate-small-plastic-pipe,100
textplate-small-plastic-plus,100
textplate-small-plastic-q,100
textplate-small-plastic-question,100
textplate-small-plastic-quotes_double_left,100
textplate-small-plastic-quotes_double_right,100
textplate-small-plastic-quotes_single_left,100
textplate-small-plastic-quotes_single_right,100
textplate-small-plastic-r,100
textplate-small-plastic-ring,100
textplate-small-plastic-s,100
textplate-small-plastic-semicolon,100
textplate-small-plastic-square,100
textplate-small-plastic-squarebracket_left,100
textplate-small-plastic-squarebracket_right,100
textplate-small-plastic-stop,100
textplate-small-plastic-t,100
textplate-small-plastic-theta,100
textplate-small-plastic-u,100
textplate-small-plastic-v,100
textplate-small-plastic-w,100
textplate-small-plastic-x,100
textplate-small-plastic-xi,100
textplate-small-plastic-y,100
textplate-small-plastic-z,100
textplate-small-plastic-zeta,100
textplate-large-plastic,100
textplate-large-plastic-0,100
textplate-large-plastic-1,100
textplate-large-plastic-2,100
textplate-large-plastic-3,100
textplate-large-plastic-4,100
textplate-large-plastic-5,100
textplate-large-plastic-6,100
textplate-large-plastic-7,100
textplate-large-plastic-8,100
textplate-large-plastic-9,100
textplate-large-plastic-a,100
textplate-large-plastic-ampersand,100
textplate-large-plastic-arrow_e,100
textplate-large-plastic-arrow_n,100
textplate-large-plastic-arrow_ne,100
textplate-large-plastic-arrow_nw,100
textplate-large-plastic-arrow_s,100
textplate-large-plastic-arrow_se,100
textplate-large-plastic-arrow_sw,100
textplate-large-plastic-arrow_w,100
textplate-large-plastic-at,100
textplate-large-plastic-b,100
textplate-large-plastic-blank,100
textplate-large-plastic-bracket_left,100
textplate-large-plastic-bracket_right,100
textplate-large-plastic-c,100
textplate-large-plastic-circle,100
textplate-large-plastic-cog,100
textplate-large-plastic-colon,100
textplate-large-plastic-comma,100
textplate-large-plastic-curlybracket_left,100
textplate-large-plastic-curlybracket_right,100
textplate-large-plastic-d,100
textplate-large-plastic-divide,100
textplate-large-plastic-e,100
textplate-large-plastic-epsilon,100
textplate-large-plastic-equals,100
textplate-large-plastic-exclamation,100
textplate-large-plastic-f,100
textplate-large-plastic-g,100
textplate-large-plastic-gamma,100
textplate-large-plastic-greater,100
textplate-large-plastic-h,100
textplate-large-plastic-hash,100
textplate-large-plastic-hat,100
textplate-large-plastic-i,100
textplate-large-plastic-j,100
textplate-large-plastic-k,100
textplate-large-plastic-l,100
textplate-large-plastic-lambda,100
textplate-large-plastic-less,100
textplate-large-plastic-m,100
textplate-large-plastic-minus,100
textplate-large-plastic-multiply,100
textplate-large-plastic-n,100
textplate-large-plastic-o,100
textplate-large-plastic-omega,100
textplate-large-plastic-p,100
textplate-large-plastic-percent,100
textplate-large-plastic-phi,100
textplate-large-plastic-pipe,100
textplate-large-plastic-plus,100
textplate-large-plastic-q,100
textplate-large-plastic-question,100
textplate-large-plastic-quotes_double_left,100
textplate-large-plastic-quotes_double_right,100
textplate-large-plastic-quotes_single_left,100
textplate-large-plastic-quotes_single_right,100
textplate-large-plastic-r,100
textplate-large-plastic-ring,100
textplate-large-plastic-s,100
textplate-large-plastic-semicolon,100
textplate-large-plastic-square,100
textplate-large-plastic-squarebracket_left,100
textplate-large-plastic-squarebracket_right,100
textplate-large-plastic-stop,100
textplate-large-plastic-t,100
textplate-large-plastic-theta,100
textplate-large-plastic-u,100
textplate-large-plastic-v,100
textplate-large-plastic-w,100
textplate-large-plastic-x,100
textplate-large-plastic-xi,100
textplate-large-plastic-y,100
textplate-large-plastic-z,100
textplate-large-plastic-zeta,100
textplate-small-steel,100
textplate-small-steel-0,100
textplate-small-steel-1,100
textplate-small-steel-2,100
textplate-small-steel-3,100
textplate-small-steel-4,100
textplate-small-steel-5,100
textplate-small-steel-6,100
textplate-small-steel-7,100
textplate-small-steel-8,100
textplate-small-steel-9,100
textplate-small-steel-a,100
textplate-small-steel-ampersand,100
textplate-small-steel-arrow_e,100
textplate-small-steel-arrow_n,100
textplate-small-steel-arrow_ne,100
textplate-small-steel-arrow_nw,100
textplate-small-steel-arrow_s,100
textplate-small-steel-arrow_se,100
textplate-small-steel-arrow_sw,100
textplate-small-steel-arrow_w,100
textplate-small-steel-at,100
textplate-small-steel-b,100
textplate-small-steel-blank,100
textplate-small-steel-bracket_left,100
textplate-small-steel-bracket_right,100
textplate-small-steel-c,100
textplate-small-steel-circle,100
textplate-small-steel-cog,100
textplate-small-steel-colon,100
textplate-small-steel-comma,100
textplate-small-steel-curlybracket_left,100
textplate-small-steel-curlybracket_right,100
textplate-small-steel-d,100
textplate-small-steel-divide,100
textplate-small-steel-e,100
textplate-small-steel-epsilon,100
textplate-small-steel-equals,100
textplate-small-steel-exclamation,100
textplate-small-steel-f,100
textplate-small-steel-g,100
textplate-small-steel-gamma,100
textplate-small-steel-greater,100
textplate-small-steel-h,100
textplate-small-steel-hash,100
textplate-small-steel-hat,100
textplate-small-steel-i,100
textplate-small-steel-j,100
textplate-small-steel-k,100
textplate-small-steel-l,100
textplate-small-steel-lambda,100
textplate-small-steel-less,100
textplate-small-steel-m,100
textplate-small-steel-minus,100
textplate-small-steel-multiply,100
textplate-small-steel-n,100
textplate-small-steel-o,100
textplate-small-steel-omega,100
textplate-small-steel-p,100
textplate-small-steel-percent,100
textplate-small-steel-phi,100
textplate-small-steel-pipe,100
textplate-small-steel-plus,100
textplate-small-steel-q,100
textplate-small-steel-question,100
textplate-small-steel-quotes_double_left,100
textplate-small-steel-quotes_double_right,100
textplate-small-steel-quotes_single_left,100
textplate-small-steel-quotes_single_right,100
textplate-small-steel-r,100
textplate-small-steel-ring,100
textplate-small-steel-s,100
textplate-small-steel-semicolon,100
textplate-small-steel-square,100
textplate-small-steel-squarebracket_left,100
textplate-small-steel-squarebracket_right,100
textplate-small-steel-stop,100
textplate-small-steel-t,100
textplate-small-steel-theta,100
textplate-small-steel-u,100
textplate-small-steel-v,100
textplate-small-steel-w,100
textplate-small-steel-x,100
textplate-small-steel-xi,100
textplate-small-steel-y,100
textplate-small-steel-z,100
textplate-small-steel-zeta,100
textplate-large-steel,100
textplate-large-steel-0,100
textplate-large-steel-1,100
textplate-large-steel-2,100
textplate-large-steel-3,100
textplate-large-steel-4,100
textplate-large-steel-5,100
textplate-large-steel-6,100
textplate-large-steel-7,100
textplate-large-steel-8,100
textplate-large-steel-9,100
textplate-large-steel-a,100
textplate-large-steel-ampersand,100
textplate-large-steel-arrow_e,100
textplate-large-steel-arrow_n,100
textplate-large-steel-arrow_ne,100
textplate-large-steel-arrow_nw,100
textplate-large-steel-arrow_s,100
textplate-large-steel-arrow_se,100
textplate-large-steel-arrow_sw,100
textplate-large-steel-arrow_w,100
textplate-large-steel-at,100
textplate-large-steel-b,100
textplate-large-steel-blank,100
textplate-large-steel-bracket_left,100
textplate-large-steel-bracket_right,100
textplate-large-steel-c,100
textplate-large-steel-circle,100
textplate-large-steel-cog,100
textplate-large-steel-colon,100
textplate-large-steel-comma,100
textplate-large-steel-curlybracket_left,100
textplate-large-steel-curlybracket_right,100
textplate-large-steel-d,100
textplate-large-steel-divide,100
textplate-large-steel-e,100
textplate-large-steel-epsilon,100
textplate-large-steel-equals,100
textplate-large-steel-exclamation,100
textplate-large-steel-f,100
textplate-large-steel-g,100
textplate-large-steel-gamma,100
textplate-large-steel-greater,100
textplate-large-steel-h,100
textplate-large-steel-hash,100
textplate-large-steel-hat,100
textplate-large-steel-i,100
textplate-large-steel-j,100
textplate-large-steel-k,100
textplate-large-steel-l,100
textplate-large-steel-lambda,100
textplate-large-steel-less,100
textplate-large-steel-m,100
textplate-large-steel-minus,100
textplate-large-steel-multiply,100
textplate-large-steel-n,100
textplate-large-steel-o,100
textplate-large-steel-omega,100
textplate-large-steel-p,100
textplate-large-steel-percent,100
textplate-large-steel-phi,100
textplate-large-steel-pipe,100
textplate-large-steel-plus,100
textplate-large-steel-q,100
textplate-large-steel-question,100
textplate-large-steel-quotes_double_left,100
textplate-large-steel-quotes_double_right,100
textplate-large-steel-quotes_single_left,100
textplate-large-steel-quotes_single_right,100
textplate-large-steel-r,100
textplate-large-steel-ring,100
textplate-large-steel-s,100
textplate-large-steel-semicolon,100
textplate-large-steel-square,100
textplate-large-steel-squarebracket_left,100
textplate-large-steel-squarebracket_right,100
textplate-large-steel-stop,100
textplate-large-steel-t,100
textplate-large-steel-theta,100
textplate-large-steel-u,100
textplate-large-steel-v,100
textplate-large-steel-w,100
textplate-large-steel-x,100
textplate-large-steel-xi,100
textplate-large-steel-y,100
textplate-large-steel-z,100
textplate-large-steel-zeta,100
textplate-small-stone,100
textplate-small-stone-0,100
textplate-small-stone-1,100
textplate-small-stone-2,100
textplate-small-stone-3,100
textplate-small-stone-4,100
textplate-small-stone-5,100
textplate-small-stone-6,100
textplate-small-stone-7,100
textplate-small-stone-8,100
textplate-small-stone-9,100
textplate-small-stone-a,100
textplate-small-stone-ampersand,100
textplate-small-stone-arrow_e,100
textplate-small-stone-arrow_n,100
textplate-small-stone-arrow_ne,100
textplate-small-stone-arrow_nw,100
textplate-small-stone-arrow_s,100
textplate-small-stone-arrow_se,100
textplate-small-stone-arrow_sw,100
textplate-small-stone-arrow_w,100
textplate-small-stone-at,100
textplate-small-stone-b,100
textplate-small-stone-blank,100
textplate-small-stone-bracket_left,100
textplate-small-stone-bracket_right,100
textplate-small-stone-c,100
textplate-small-stone-circle,100
textplate-small-stone-cog,100
textplate-small-stone-colon,100
textplate-small-stone-comma,100
textplate-small-stone-curlybracket_left,100
textplate-small-stone-curlybracket_right,100
textplate-small-stone-d,100
textplate-small-stone-divide,100
textplate-small-stone-e,100
textplate-small-stone-epsilon,100
textplate-small-stone-equals,100
textplate-small-stone-exclamation,100
textplate-small-stone-f,100
textplate-small-stone-g,100
textplate-small-stone-gamma,100
textplate-small-stone-greater,100
textplate-small-stone-h,100
textplate-small-stone-hash,100
textplate-small-stone-hat,100
textplate-small-stone-i,100
textplate-small-stone-j,100
textplate-small-stone-k,100
textplate-small-stone-l,100
textplate-small-stone-lambda,100
textplate-small-stone-less,100
textplate-small-stone-m,100
textplate-small-stone-minus,100
textplate-small-stone-multiply,100
textplate-small-stone-n,100
textplate-small-stone-o,100
textplate-small-stone-omega,100
textplate-small-stone-p,100
textplate-small-stone-percent,100
textplate-small-stone-phi,100
textplate-small-stone-pipe,100
textplate-small-stone-plus,100
textplate-small-stone-q,100
textplate-small-stone-question,100
textplate-small-stone-quotes_double_left,100
textplate-small-stone-quotes_double_right,100
textplate-small-stone-quotes_single_left,100
textplate-small-stone-quotes_single_right,100
textplate-small-stone-r,100
textplate-small-stone-ring,100
textplate-small-stone-s,100
textplate-small-stone-semicolon,100
textplate-small-stone-square,100
textplate-small-stone-squarebracket_left,100
textplate-small-stone-squarebracket_right,100
textplate-small-stone-stop,100
textplate-small-stone-t,100
textplate-small-stone-theta,100
textplate-small-stone-u,100
textplate-small-stone-v,100
textplate-small-stone-w,100
textplate-small-stone-x,100
textplate-small-stone-xi,100
textplate-small-stone-y,100
textplate-small-stone-z,100
textplate-small-stone-zeta,100
textplate-large-stone,100
textplate-large-stone-0,100
textplate-large-stone-1,100
textplate-large-stone-2,100
textplate-large-stone-3,100
textplate-large-stone-4,100
textplate-large-stone-5,100
textplate-large-stone-6,100
textplate-large-stone-7,100
textplate-large-stone-8,100
textplate-large-stone-9,100
textplate-large-stone-a,100
textplate-large-stone-ampersand,100
textplate-large-stone-arrow_e,100
textplate-large-stone-arrow_n,100
textplate-large-stone-arrow_ne,100
textplate-large-stone-arrow_nw,100
textplate-large-stone-arrow_s,100
textplate-large-stone-arrow_se,100
textplate-large-stone-arrow_sw,100
textplate-large-stone-arrow_w,100
textplate-large-stone-at,100
textplate-large-stone-b,100
textplate-large-stone-blank,100
textplate-large-stone-bracket_left,100
textplate-large-stone-bracket_right,100
textplate-large-stone-c,100
textplate-large-stone-circle,100
textplate-large-stone-cog,100
textplate-large-stone-colon,100
textplate-large-stone-comma,100
textplate-large-stone-curlybracket_left,100
textplate-large-stone-curlybracket_right,100
textplate-large-stone-d,100
textplate-large-stone-divide,100
textplate-large-stone-e,100
textplate-large-stone-epsilon,100
textplate-large-stone-equals,100
textplate-large-stone-exclamation,100
textplate-large-stone-f,100
textplate-large-stone-g,100
textplate-large-stone-gamma,100
textplate-large-stone-greater,100
textplate-large-stone-h,100
textplate-large-stone-hash,100
textplate-large-stone-hat,100
textplate-large-stone-i,100
textplate-large-stone-j,100
textplate-large-stone-k,100
textplate-large-stone-l,100
textplate-large-stone-lambda,100
textplate-large-stone-less,100
textplate-large-stone-m,100
textplate-large-stone-minus,100
textplate-large-stone-multiply,100
textplate-large-stone-n,100
textplate-large-stone-o,100
textplate-large-stone-omega,100
textplate-large-stone-p,100
textplate-large-stone-percent,100
textplate-large-stone-phi,100
textplate-large-stone-pipe,100
textplate-large-stone-plus,100
textplate-large-stone-q,100
textplate-large-stone-question,100
textplate-large-stone-quotes_double_left,100
textplate-large-stone-quotes_double_right,100
textplate-large-stone-quotes_single_left,100
textplate-large-stone-quotes_single_right,100
textplate-large-stone-r,100
textplate-large-stone-ring,100
textplate-large-stone-s,100
textplate-large-stone-semicolon,100
textplate-large-stone-square,100
textplate-large-stone-squarebracket_left,100
textplate-large-stone-squarebracket_right,100
textplate-large-stone-stop,100
textplate-large-stone-t,100
textplate-large-stone-theta,100
textplate-large-stone-u,100
textplate-large-stone-v,100
textplate-large-stone-w,100
textplate-large-stone-x,100
textplate-large-stone-xi,100
textplate-large-stone-y,100
textplate-large-stone-z,100
textplate-large-stone-zeta,100
textplate-small-uranium,100
textplate-small-uranium-0,100
textplate-small-uranium-1,100
textplate-small-uranium-2,100
textplate-small-uranium-3,100
textplate-small-uranium-4,100
textplate-small-uranium-5,100
textplate-small-uranium-6,100
textplate-small-uranium-7,100
textplate-small-uranium-8,100
textplate-small-uranium-9,100
textplate-small-uranium-a,100
textplate-small-uranium-ampersand,100
textplate-small-uranium-arrow_e,100
textplate-small-uranium-arrow_n,100
textplate-small-uranium-arrow_ne,100
textplate-small-uranium-arrow_nw,100
textplate-small-uranium-arrow_s,100
textplate-small-uranium-arrow_se,100
textplate-small-uranium-arrow_sw,100
textplate-small-uranium-arrow_w,100
textplate-small-uranium-at,100
textplate-small-uranium-b,100
textplate-small-uranium-blank,100
textplate-small-uranium-bracket_left,100
textplate-small-uranium-bracket_right,100
textplate-small-uranium-c,100
textplate-small-uranium-circle,100
textplate-small-uranium-cog,100
textplate-small-uranium-colon,100
textplate-small-uranium-comma,100
textplate-small-uranium-curlybracket_left,100
textplate-small-uranium-curlybracket_right,100
textplate-small-uranium-d,100
textplate-small-uranium-divide,100
textplate-small-uranium-e,100
textplate-small-uranium-epsilon,100
textplate-small-uranium-equals,100
textplate-small-uranium-exclamation,100
textplate-small-uranium-f,100
textplate-small-uranium-g,100
textplate-small-uranium-gamma,100
textplate-small-uranium-greater,100
textplate-small-uranium-h,100
textplate-small-uranium-hash,100
textplate-small-uranium-hat,100
textplate-small-uranium-i,100
textplate-small-uranium-j,100
textplate-small-uranium-k,100
textplate-small-uranium-l,100
textplate-small-uranium-lambda,100
textplate-small-uranium-less,100
textplate-small-uranium-m,100
textplate-small-uranium-minus,100
textplate-small-uranium-multiply,100
textplate-small-uranium-n,100
textplate-small-uranium-o,100
textplate-small-uranium-omega,100
textplate-small-uranium-p,100
textplate-small-uranium-percent,100
textplate-small-uranium-phi,100
textplate-small-uranium-pipe,100
textplate-small-uranium-plus,100
textplate-small-uranium-q,100
textplate-small-uranium-question,100
textplate-small-uranium-quotes_double_left,100
textplate-small-uranium-quotes_double_right,100
textplate-small-uranium-quotes_single_left,100
textplate-small-uranium-quotes_single_right,100
textplate-small-uranium-r,100
textplate-small-uranium-ring,100
textplate-small-uranium-s,100
textplate-small-uranium-semicolon,100
textplate-small-uranium-square,100
textplate-small-uranium-squarebracket_left,100
textplate-small-uranium-squarebracket_right,100
textplate-small-uranium-stop,100
textplate-small-uranium-t,100
textplate-small-uranium-theta,100
textplate-small-uranium-u,100
textplate-small-uranium-v,100
textplate-small-uranium-w,100
textplate-small-uranium-x,100
textplate-small-uranium-xi,100
textplate-small-uranium-y,100
textplate-small-uranium-z,100
textplate-small-uranium-zeta,100
textplate-large-uranium,100
textplate-large-uranium-0,100
textplate-large-uranium-1,100
textplate-large-uranium-2,100
textplate-large-uranium-3,100
textplate-large-uranium-4,100
textplate-large-uranium-5,100
textplate-large-uranium-6,100
textplate-large-uranium-7,100
textplate-large-uranium-8,100
textplate-large-uranium-9,100
textplate-large-uranium-a,100
textplate-large-uranium-ampersand,100
textplate-large-uranium-arrow_e,100
textplate-large-uranium-arrow_n,100
textplate-large-uranium-arrow_ne,100
textplate-large-uranium-arrow_nw,100
textplate-large-uranium-arrow_s,100
textplate-large-uranium-arrow_se,100
textplate-large-uranium-arrow_sw,100
textplate-large-uranium-arrow_w,100
textplate-large-uranium-at,100
textplate-large-uranium-b,100
textplate-large-uranium-blank,100
textplate-large-uranium-bracket_left,100
textplate-large-uranium-bracket_right,100
textplate-large-uranium-c,100
textplate-large-uranium-circle,100
textplate-large-uranium-cog,100
textplate-large-uranium-colon,100
textplate-large-uranium-comma,100
textplate-large-uranium-curlybracket_left,100
textplate-large-uranium-curlybracket_right,100
textplate-large-uranium-d,100
textplate-large-uranium-divide,100
textplate-large-uranium-e,100
textplate-large-uranium-epsilon,100
textplate-large-uranium-equals,100
textplate-large-uranium-exclamation,100
textplate-large-uranium-f,100
textplate-large-uranium-g,100
textplate-large-uranium-gamma,100
textplate-large-uranium-greater,100
textplate-large-uranium-h,100
textplate-large-uranium-hash,100
textplate-large-uranium-hat,100
textplate-large-uranium-i,100
textplate-large-uranium-j,100
textplate-large-uranium-k,100
textplate-large-uranium-l,100
textplate-large-uranium-lambda,100
textplate-large-uranium-less,100
textplate-large-uranium-m,100
textplate-large-uranium-minus,100
textplate-large-uranium-multiply,100
textplate-large-uranium-n,100
textplate-large-uranium-o,100
textplate-large-uranium-omega,100
textplate-large-uranium-p,100
textplate-large-uranium-percent,100
textplate-large-uranium-phi,100
textplate-large-uranium-pipe,100
textplate-large-uranium-plus,100
textplate-large-uranium-q,100
textplate-large-uranium-question,100
textplate-large-uranium-quotes_double_left,100
textplate-large-uranium-quotes_double_right,100
textplate-large-uranium-quotes_single_left,100
textplate-large-uranium-quotes_single_right,100
textplate-large-uranium-r,100
textplate-large-uranium-ring,100
textplate-large-uranium-s,100
textplate-large-uranium-semicolon,100
textplate-large-uranium-square,100
textplate-large-uranium-squarebracket_left,100
textplate-large-uranium-squarebracket_right,100
textplate-large-uranium-stop,100
textplate-large-uranium-t,100
textplate-large-uranium-theta,100
textplate-large-uranium-u,100
textplate-large-uranium-v,100
textplate-large-uranium-w,100
textplate-large-uranium-x,100
textplate-large-uranium-xi,100
textplate-large-uranium-y,100
textplate-large-uranium-z,100
textplate-large-uranium-zeta,100
se-gate-fragment-1,1
se-gate-fragment-10,1
se-gate-fragment-11,1
se-gate-fragment-12,1
se-gate-fragment-13,1
se-gate-fragment-2,1
se-gate-fragment-3,1
se-gate-fragment-4,1
se-gate-fragment-5,1
se-gate-fragment-6,1
se-gate-fragment-7,1
se-gate-fragment-8,1
se-gate-fragment-9,1
burner-turbine,50
se-electric-boiler,50
boiler,50
steam-engine,10
se-big-heat-exchanger,50
se-big-turbine,50
se-antimatter-reactor,1
nuclear-reactor,10
heat-pipe,50
se-naquium-heat-pipe,50
se-naquium-heat-pipe-long--+--,50
se-naquium-heat-pipe-long--+-----+--,50
heat-exchanger,50
se-condenser-turbine,10
steam-turbine,10
se-fluid-burner-generator,20
solar-panel,50
se-space-solar-panel,20
se-space-solar-panel-2,20
se-space-solar-panel-3,20
accumulator,50
se-space-accumulator,50
se-space-accumulator-2,50
burner-mining-drill,50
electric-mining-drill,50
area-mining-drill,50
offshore-pump,20
pumpjack,20
se-core-miner,1
stone-furnace,50
steel-furnace,50
electric-furnace,50
industrial-furnace,20
se-casting-machine,50
se-space-thermodynamics-laboratory,5
equipment-gantry,50
equipment-gantry-remover,50
se-recycling-facility,5
se-space-mechanical-laboratory,5
se-pulveriser,5
burner-assembling-machine,50
assembling-machine-1,50
assembling-machine-2,50
assembling-machine-3,50
se-space-assembling-machine,50
se-space-manufactory,1
oil-refinery,10
chemical-plant,10
fuel-processor,50
se-lifesupport-facility,10
se-space-biochemical-laboratory,5
se-space-decontamination-facility,10
se-space-genetics-laboratory,5
se-space-growth-facility,1
se-fuel-refinery,10
centrifuge,50
se-space-radiation-laboratory,5
se-space-electromagnetics-laboratory,5
se-space-laser-laboratory,5
se-space-material-fabricator,1
se-space-particle-accelerator,1
se-space-particle-collider,1
se-space-plasma-generator,5
se-space-hypercooler,15
se-space-radiator,50
se-space-radiator-2,50
se-space-astrometrics-laboratory,15
se-space-gravimetrics-laboratory,15
se-nexus,1
se-space-supercomputer-1,15
se-space-supercomputer-2,15
se-space-supercomputer-3,15
se-space-supercomputer-4,15
se-space-telescope,50
se-space-telescope-gammaray,15
se-space-telescope-microwave,1
se-space-telescope-radio,1
se-space-telescope-xray,15
beacon,10
se-compact-beacon,25
se-compact-beacon-2,25
se-wide-beacon,25
se-wide-beacon-2,25
se-energy-transmitter-emitter,1
se-energy-transmitter-chamber,10
se-energy-transmitter-injector,50
se-energy-transmitter-targeter,1
se-energy-receiver,1
se-dimensional-anchor,1
burner-lab,10
lab,10
se-space-science-lab,1
speed-module,50
speed-module-2,50
speed-module-3,50
speed-module-4,50
speed-module-5,50
speed-module-6,50
speed-module-7,50
speed-module-8,50
speed-module-9,50
productivity-module,50
productivity-module-2,50
productivity-module-3,50
productivity-module-4,50
productivity-module-5,50
productivity-module-6,50
productivity-module-7,50
productivity-module-8,50
productivity-module-9,50
effectivity-module,50
effectivity-module-2,50
effectivity-module-3,50
effectivity-module-4,50
effectivity-module-5,50
effectivity-module-6,50
effectivity-module-7,50
effectivity-module-8,50
effectivity-module-9,50
se-delivery-cannon-package-se-water-ice,1
se-water-ice,200
raw-fish,100
se-core-fragment-omni,20
se-core-fragment-coal,20
wood,100
coal,50
se-methane-ice,200
se-delivery-cannon-package-se-core-fragment-omni,1
se-delivery-cannon-package-se-core-fragment-coal,1
se-delivery-cannon-package-wood,1
se-delivery-cannon-package-coal,1
se-delivery-cannon-package-se-methane-ice,1
se-delivery-cannon-package-plastic-bar,1
se-delivery-cannon-package-sulfur,1
se-delivery-cannon-package-explosives,1
plastic-bar,100
sulfur,50
explosives,50
se-core-fragment-crude-oil,20
se-delivery-cannon-package-se-core-fragment-crude-oil,1
processed-fuel,100
solid-fuel,50
rocket-fuel,10
se-delivery-cannon-package-processed-fuel,1
se-delivery-cannon-package-solid-fuel,1
se-delivery-cannon-package-rocket-fuel,1
nuclear-fuel,1
se-core-fragment-stone,20
stone,50
sand,200
glass,100
stone-tablet,100
se-delivery-cannon-package-se-core-fragment-stone,1
se-delivery-cannon-package-stone,1
se-delivery-cannon-package-sand,1
se-delivery-cannon-package-glass,1
se-delivery-cannon-package-se-heat-shielding,1
se-heat-shielding,50
se-core-fragment-iron-ore,20
iron-ore,50
se-iron-ingot,50
iron-plate,100
se-steel-ingot,50
steel-plate,100
se-delivery-cannon-package-se-core-fragment-iron-ore,1
se-delivery-cannon-package-iron-ore,1
se-delivery-cannon-package-se-iron-ingot,1
se-delivery-cannon-package-iron-plate,1
se-delivery-cannon-package-se-steel-ingot,1
se-delivery-cannon-package-steel-plate,1
se-core-fragment-copper-ore,20
copper-ore,50
se-copper-ingot,50
copper-plate,100
se-delivery-cannon-package-se-core-fragment-copper-ore,1
se-delivery-cannon-package-copper-ore,1
se-delivery-cannon-package-se-copper-ingot,1
se-delivery-cannon-package-copper-plate,1
se-core-fragment-uranium-ore,20
uranium-ore,50
uranium-238,100
uranium-235,100
se-delivery-cannon-package-se-core-fragment-uranium-ore,1
se-delivery-cannon-package-uranium-ore,1
se-delivery-cannon-package-uranium-238,1
se-delivery-cannon-package-uranium-235,1
uranium-fuel-cell,50
used-up-uranium-fuel-cell,50
se-core-fragment-se-vulcanite,20
se-vulcanite,20
se-vulcanite-crushed,50
se-vulcanite-enriched,50
se-delivery-cannon-package-se-core-fragment-se-vulcanite,1
se-delivery-cannon-package-se-vulcanite,1
se-delivery-cannon-package-se-vulcanite-crushed,1
se-delivery-cannon-package-se-vulcanite-enriched,1
se-delivery-cannon-package-se-vulcanite-block,1
se-delivery-cannon-package-se-vulcanite-ion-exchange-beads,1
se-vulcanite-block,200
se-vulcanite-ion-exchange-beads,200
se-core-fragment-se-cryonite,20
se-cryonite,20
