name|time|category|group|subgroup|ingredients|products
quality-module-2|30|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"quality-module","amount":4}]|[{"type":"item","name":"quality-module-2","amount":1}]
quality-module-3|60|electronics|production|module|[{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"superconductor","amount":1},{"type":"item","name":"quality-module-2","amount":4}]|[{"type":"item","name":"quality-module-3","amount":1}]
basic-oil-processing|5|oil-processing|intermediate-products|fluid-recipes|[{"type":"fluid","name":"crude-oil","amount":100}]|[{"type":"fluid","name":"petroleum-gas","amount":45}]
advanced-oil-processing|5|oil-processing|intermediate-products|fluid-recipes|[{"type":"fluid","name":"water","amount":50},{"type":"fluid","name":"crude-oil","amount":100}]|[{"type":"fluid","name":"heavy-oil","amount":25},{"type":"fluid","name":"light-oil","amount":45},{"type":"fluid","name":"petroleum-gas","amount":55}]
simple-coal-liquefaction|5|oil-processing|intermediate-products|fluid-recipes|[{"type":"item","name":"coal","amount":10},{"type":"item","name":"calcite","amount":2},{"type":"fluid","name":"sulfuric-acid","amount":25}]|[{"type":"fluid","name":"heavy-oil","amount":50}]
coal-liquefaction|5|oil-processing|intermediate-products|fluid-recipes|[{"type":"item","name":"coal","amount":10},{"type":"fluid","name":"heavy-oil","amount":25},{"type":"fluid","name":"steam","amount":50}]|[{"type":"fluid","name":"heavy-oil","amount":90},{"type":"fluid","name":"light-oil","amount":20},{"type":"fluid","name":"petroleum-gas","amount":10}]
heavy-oil-cracking|2|organic-or-chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"water","amount":30},{"type":"fluid","name":"heavy-oil","amount":40}]|[{"type":"fluid","name":"light-oil","amount":30}]
light-oil-cracking|2|organic-or-chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"water","amount":30},{"type":"fluid","name":"light-oil","amount":30}]|[{"type":"fluid","name":"petroleum-gas","amount":20}]
solid-fuel-from-petroleum-gas|1|chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"petroleum-gas","amount":20}]|[{"type":"item","name":"solid-fuel","amount":1}]
solid-fuel-from-light-oil|1|chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"light-oil","amount":10}]|[{"type":"item","name":"solid-fuel","amount":1}]
solid-fuel-from-heavy-oil|1|chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"heavy-oil","amount":20}]|[{"type":"item","name":"solid-fuel","amount":1}]
lubricant|1|chemistry|intermediate-products|fluid-recipes|[{"type":"fluid","name":"heavy-oil","amount":10}]|[{"type":"fluid","name":"lubricant","amount":10}]
sulfuric-acid|1|chemistry-or-cryogenics|intermediate-products|fluid-recipes|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"sulfur","amount":5},{"type":"fluid","name":"water","amount":100}]|[{"type":"fluid","name":"sulfuric-acid","amount":50}]
acid-neutralisation|5|chemistry-or-cryogenics|intermediate-products|fluid-recipes|[{"type":"item","name":"calcite","amount":1},{"type":"fluid","name":"sulfuric-acid","amount":1000}]|[{"type":"fluid","name":"steam","amount":10000}]
steam-condensation|1|chemistry-or-cryogenics|intermediate-products|fluid-recipes|[{"type":"fluid","name":"steam","amount":1000}]|[{"type":"fluid","name":"water","amount":90}]
ice-melting|1|chemistry|intermediate-products|fluid-recipes|[{"type":"item","name":"ice","amount":1}]|[{"type":"fluid","name":"water","amount":20}]
iron-plate|3.2|smelting|intermediate-products|raw-material|[{"type":"item","name":"iron-ore","amount":1}]|[{"type":"item","name":"iron-plate","amount":1}]
copper-plate|3.2|smelting|intermediate-products|raw-material|[{"type":"item","name":"copper-ore","amount":1}]|[{"type":"item","name":"copper-plate","amount":1}]
steel-plate|16|smelting|intermediate-products|raw-material|[{"type":"item","name":"iron-plate","amount":5}]|[{"type":"item","name":"steel-plate","amount":1}]
plastic-bar|1|chemistry-or-cryogenics|intermediate-products|raw-material|[{"type":"item","name":"coal","amount":1},{"type":"fluid","name":"petroleum-gas","amount":20}]|[{"type":"item","name":"plastic-bar","amount":2}]
sulfur|1|chemistry-or-cryogenics|intermediate-products|raw-material|[{"type":"fluid","name":"water","amount":30},{"type":"fluid","name":"petroleum-gas","amount":30}]|[{"type":"item","name":"sulfur","amount":2}]
battery|4|chemistry-or-cryogenics|intermediate-products|raw-material|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"copper-plate","amount":1},{"type":"fluid","name":"sulfuric-acid","amount":20}]|[{"type":"item","name":"battery","amount":1}]
explosives|4|chemistry-or-cryogenics|intermediate-products|raw-material|[{"type":"item","name":"coal","amount":1},{"type":"item","name":"sulfur","amount":1},{"type":"fluid","name":"water","amount":10}]|[{"type":"item","name":"explosives","amount":2}]
carbon|1|chemistry-or-cryogenics|intermediate-products|raw-material|[{"type":"item","name":"coal","amount":2},{"type":"fluid","name":"sulfuric-acid","amount":20}]|[{"type":"item","name":"carbon","amount":1}]
coal-synthesis|2|chemistry|intermediate-products|raw-material|[{"type":"item","name":"sulfur","amount":1},{"type":"item","name":"carbon","amount":5},{"type":"fluid","name":"water","amount":10}]|[{"type":"item","name":"coal","amount":1}]
water-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"water","amount":50}]|[{"type":"item","name":"water-barrel","amount":1}]
crude-oil-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"crude-oil","amount":50}]|[{"type":"item","name":"crude-oil-barrel","amount":1}]
petroleum-gas-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"petroleum-gas","amount":50}]|[{"type":"item","name":"petroleum-gas-barrel","amount":1}]
light-oil-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"light-oil","amount":50}]|[{"type":"item","name":"light-oil-barrel","amount":1}]
heavy-oil-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"heavy-oil","amount":50}]|[{"type":"item","name":"heavy-oil-barrel","amount":1}]
lubricant-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"lubricant","amount":50}]|[{"type":"item","name":"lubricant-barrel","amount":1}]
sulfuric-acid-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"sulfuric-acid","amount":50}]|[{"type":"item","name":"sulfuric-acid-barrel","amount":1}]
fluoroketone-hot-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"fluoroketone-hot","amount":50}]|[{"type":"item","name":"fluoroketone-hot-barrel","amount":1}]
fluoroketone-cold-barrel|0.2|crafting-with-fluid|intermediate-products|fill-barrel|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"fluoroketone-cold","amount":50}]|[{"type":"item","name":"fluoroketone-cold-barrel","amount":1}]
empty-water-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"water-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"water","amount":50}]
empty-crude-oil-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"crude-oil-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"crude-oil","amount":50}]
empty-petroleum-gas-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"petroleum-gas-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"petroleum-gas","amount":50}]
empty-light-oil-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"light-oil-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"light-oil","amount":50}]
empty-heavy-oil-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"heavy-oil-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"heavy-oil","amount":50}]
empty-lubricant-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"lubricant-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"lubricant","amount":50}]
empty-sulfuric-acid-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"sulfuric-acid-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"sulfuric-acid","amount":50}]
empty-fluoroketone-hot-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"fluoroketone-hot-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"fluoroketone-hot","amount":50}]
empty-fluoroketone-cold-barrel|0.2|crafting-with-fluid|intermediate-products|empty-barrel|[{"type":"item","name":"fluoroketone-cold-barrel","amount":1}]|[{"type":"item","name":"barrel","amount":1},{"type":"fluid","name":"fluoroketone-cold","amount":50}]
iron-gear-wheel|0.5|crafting|intermediate-products|intermediate-product|[{"type":"item","name":"iron-plate","amount":2}]|[{"type":"item","name":"iron-gear-wheel","amount":1}]
iron-stick|0.5|crafting|intermediate-products|intermediate-product|[{"type":"item","name":"iron-plate","amount":1}]|[{"type":"item","name":"iron-stick","amount":2}]
copper-cable|0.5|electronics|intermediate-products|intermediate-product|[{"type":"item","name":"copper-plate","amount":1}]|[{"type":"item","name":"copper-cable","amount":2}]
barrel|1|crafting|intermediate-products|intermediate-product|[{"type":"item","name":"steel-plate","amount":1}]|[{"type":"item","name":"barrel","amount":1}]
electronic-circuit|0.5|electronics|intermediate-products|intermediate-product|[{"type":"item","name":"iron-plate","amount":1},{"type":"item","name":"copper-cable","amount":3}]|[{"type":"item","name":"electronic-circuit","amount":1}]
advanced-circuit|6|electronics|intermediate-products|intermediate-product|[{"type":"item","name":"plastic-bar","amount":2},{"type":"item","name":"copper-cable","amount":4},{"type":"item","name":"electronic-circuit","amount":2}]|[{"type":"item","name":"advanced-circuit","amount":1}]
processing-unit|10|electronics-with-fluid|intermediate-products|intermediate-product|[{"type":"item","name":"electronic-circuit","amount":20},{"type":"item","name":"advanced-circuit","amount":2},{"type":"fluid","name":"sulfuric-acid","amount":5}]|[{"type":"item","name":"processing-unit","amount":1}]
engine-unit|10|advanced-crafting|intermediate-products|intermediate-product|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"pipe","amount":2}]|[{"type":"item","name":"engine-unit","amount":1}]
electric-engine-unit|10|crafting-with-fluid|intermediate-products|intermediate-product|[{"type":"item","name":"electronic-circuit","amount":2},{"type":"item","name":"engine-unit","amount":1},{"type":"fluid","name":"lubricant","amount":15}]|[{"type":"item","name":"electric-engine-unit","amount":1}]
flying-robot-frame|20|crafting|intermediate-products|intermediate-product|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"battery","amount":2},{"type":"item","name":"electronic-circuit","amount":3},{"type":"item","name":"electric-engine-unit","amount":1}]|[{"type":"item","name":"flying-robot-frame","amount":1}]
low-density-structure|15|crafting|intermediate-products|intermediate-product|[{"type":"item","name":"copper-plate","amount":20},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"plastic-bar","amount":5}]|[{"type":"item","name":"low-density-structure","amount":1}]
rocket-fuel|15|organic-or-assembling|intermediate-products|intermediate-product|[{"type":"item","name":"solid-fuel","amount":10},{"type":"fluid","name":"light-oil","amount":10}]|[{"type":"item","name":"rocket-fuel","amount":1}]
rocket-part|3|rocket-building|intermediate-products|intermediate-product|[{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"low-density-structure","amount":1},{"type":"item","name":"rocket-fuel","amount":1}]|[{"type":"item","name":"rocket-part","amount":1}]
uranium-processing|12|centrifuging|intermediate-products|uranium-processing|[{"type":"item","name":"uranium-ore","amount":10}]|[{"type":"item","name":"uranium-235","amount":1},{"type":"item","name":"uranium-238","amount":1}]
uranium-fuel-cell|10|crafting|intermediate-products|uranium-processing|[{"type":"item","name":"iron-plate","amount":10},{"type":"item","name":"uranium-235","amount":1},{"type":"item","name":"uranium-238","amount":19}]|[{"type":"item","name":"uranium-fuel-cell","amount":10}]
nuclear-fuel-reprocessing|60|centrifuging|intermediate-products|uranium-processing|[{"type":"item","name":"depleted-uranium-fuel-cell","amount":5}]|[{"type":"item","name":"uranium-238","amount":3}]
kovarex-enrichment-process|60|centrifuging|intermediate-products|uranium-processing|[{"type":"item","name":"uranium-235","amount":40},{"type":"item","name":"uranium-238","amount":5}]|[{"type":"item","name":"uranium-235","amount":41},{"type":"item","name":"uranium-238","amount":2}]
nuclear-fuel|90|centrifuging|intermediate-products|uranium-processing|[{"type":"item","name":"rocket-fuel","amount":1},{"type":"item","name":"uranium-235","amount":1}]|[{"type":"item","name":"nuclear-fuel","amount":1}]
molten-iron-from-lava|16|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"calcite","amount":1},{"type":"fluid","name":"lava","amount":500}]|[{"type":"item","name":"stone","amount":10},{"type":"fluid","name":"molten-iron","amount":250}]
molten-copper-from-lava|16|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"calcite","amount":1},{"type":"fluid","name":"lava","amount":500}]|[{"type":"item","name":"stone","amount":15},{"type":"fluid","name":"molten-copper","amount":250}]
molten-iron|32|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"iron-ore","amount":50},{"type":"item","name":"calcite","amount":1}]|[{"type":"fluid","name":"molten-iron","amount":500}]
molten-copper|32|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"copper-ore","amount":50},{"type":"item","name":"calcite","amount":1}]|[{"type":"fluid","name":"molten-copper","amount":500}]
casting-iron|3.2|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-iron","amount":20}]|[{"type":"item","name":"iron-plate","amount":2}]
casting-copper|3.2|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-copper","amount":20}]|[{"type":"item","name":"copper-plate","amount":2}]
casting-steel|3.2|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-iron","amount":30}]|[{"type":"item","name":"steel-plate","amount":1}]
casting-iron-gear-wheel|1|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-iron","amount":10}]|[{"type":"item","name":"iron-gear-wheel","amount":1}]
casting-iron-stick|1|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-iron","amount":20}]|[{"type":"item","name":"iron-stick","amount":4}]
casting-low-density-structure|15|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"plastic-bar","amount":5},{"type":"fluid","name":"molten-iron","amount":80},{"type":"fluid","name":"molten-copper","amount":250}]|[{"type":"item","name":"low-density-structure","amount":1}]
concrete-from-molten-iron|10|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"stone-brick","amount":5},{"type":"fluid","name":"molten-iron","amount":20},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"concrete","amount":10}]
casting-copper-cable|1|metallurgy|intermediate-products|vulcanus-processes|[{"type":"fluid","name":"molten-copper","amount":5}]|[{"type":"item","name":"copper-cable","amount":2}]
tungsten-carbide|1|crafting-with-fluid|intermediate-products|vulcanus-processes|[{"type":"item","name":"carbon","amount":1},{"type":"item","name":"tungsten-ore","amount":2},{"type":"fluid","name":"sulfuric-acid","amount":10}]|[{"type":"item","name":"tungsten-carbide","amount":1}]
tungsten-plate|10|metallurgy|intermediate-products|vulcanus-processes|[{"type":"item","name":"tungsten-ore","amount":4},{"type":"fluid","name":"molten-iron","amount":10}]|[{"type":"item","name":"tungsten-plate","amount":1}]
scrap-recycling|0.2|recycling-or-hand-crafting|intermediate-products|fulgora-processes|[{"type":"item","name":"scrap","amount":1}]|[{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"low-density-structure","amount":1},{"type":"item","name":"solid-fuel","amount":1},{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"concrete","amount":1},{"type":"item","name":"battery","amount":1},{"type":"item","name":"ice","amount":1},{"type":"item","name":"stone","amount":1},{"type":"item","name":"holmium-ore","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"copper-cable","amount":1}]
holmium-solution|10|chemistry|intermediate-products|fulgora-processes|[{"type":"item","name":"stone","amount":1},{"type":"item","name":"holmium-ore","amount":2},{"type":"fluid","name":"water","amount":10}]|[{"type":"fluid","name":"holmium-solution","amount":100}]
holmium-plate|1|crafting-with-fluid-or-metallurgy|intermediate-products|fulgora-processes|[{"type":"fluid","name":"holmium-solution","amount":20}]|[{"type":"item","name":"holmium-plate","amount":1}]
superconductor|5|electromagnetics|intermediate-products|fulgora-processes|[{"type":"item","name":"copper-plate","amount":1},{"type":"item","name":"plastic-bar","amount":1},{"type":"item","name":"holmium-plate","amount":1},{"type":"fluid","name":"light-oil","amount":5}]|[{"type":"item","name":"superconductor","amount":2}]
electrolyte|5|electromagnetics|intermediate-products|fulgora-processes|[{"type":"item","name":"stone","amount":1},{"type":"fluid","name":"heavy-oil","amount":10},{"type":"fluid","name":"holmium-solution","amount":10}]|[{"type":"fluid","name":"electrolyte","amount":10}]
supercapacitor|10|electromagnetics|intermediate-products|fulgora-processes|[{"type":"item","name":"battery","amount":1},{"type":"item","name":"electronic-circuit","amount":4},{"type":"item","name":"holmium-plate","amount":2},{"type":"item","name":"superconductor","amount":2},{"type":"fluid","name":"electrolyte","amount":10}]|[{"type":"item","name":"supercapacitor","amount":1}]
yumako-processing|1|organic-or-hand-crafting|intermediate-products|agriculture-processes|[{"type":"item","name":"yumako","amount":1}]|[{"type":"item","name":"yumako-seed","amount":1},{"type":"item","name":"yumako-mash","amount":2}]
jellynut-processing|1|organic-or-hand-crafting|intermediate-products|agriculture-processes|[{"type":"item","name":"jellynut","amount":1}]|[{"type":"item","name":"jellynut-seed","amount":1},{"type":"item","name":"jelly","amount":4}]
nutrients-from-spoilage|2|organic-or-assembling|intermediate-products|agriculture-processes|[{"type":"item","name":"spoilage","amount":10}]|[{"type":"item","name":"nutrients","amount":1}]
nutrients-from-yumako-mash|4|organic|intermediate-products|agriculture-processes|[{"type":"item","name":"yumako-mash","amount":4}]|[{"type":"item","name":"nutrients","amount":6}]
nutrients-from-bioflux|2|organic|intermediate-products|agriculture-processes|[{"type":"item","name":"bioflux","amount":5}]|[{"type":"item","name":"nutrients","amount":40}]
pentapod-egg|15|organic|intermediate-products|agriculture-processes|[{"type":"item","name":"nutrients","amount":30},{"type":"item","name":"pentapod-egg","amount":1},{"type":"fluid","name":"water","amount":60}]|[{"type":"item","name":"pentapod-egg","amount":2}]
iron-bacteria|1|organic-or-hand-crafting|intermediate-products|agriculture-processes|[{"type":"item","name":"jelly","amount":6}]|[{"type":"item","name":"iron-bacteria","amount":1},{"type":"item","name":"spoilage","amount":4}]
copper-bacteria|1|organic-or-hand-crafting|intermediate-products|agriculture-processes|[{"type":"item","name":"yumako-mash","amount":3}]|[{"type":"item","name":"copper-bacteria","amount":1},{"type":"item","name":"spoilage","amount":1}]
iron-bacteria-cultivation|4|organic|intermediate-products|agriculture-processes|[{"type":"item","name":"iron-bacteria","amount":1},{"type":"item","name":"bioflux","amount":1}]|[{"type":"item","name":"iron-bacteria","amount":4}]
copper-bacteria-cultivation|4|organic|intermediate-products|agriculture-processes|[{"type":"item","name":"copper-bacteria","amount":1},{"type":"item","name":"bioflux","amount":1}]|[{"type":"item","name":"copper-bacteria","amount":4}]
rocket-fuel-from-jelly|10|organic|intermediate-products|agriculture-products|[{"type":"item","name":"bioflux","amount":2},{"type":"item","name":"jelly","amount":30},{"type":"fluid","name":"water","amount":30}]|[{"type":"item","name":"rocket-fuel","amount":1}]
biolubricant|3|organic|intermediate-products|agriculture-products|[{"type":"item","name":"jelly","amount":60}]|[{"type":"fluid","name":"lubricant","amount":20}]
bioplastic|2|organic|intermediate-products|agriculture-products|[{"type":"item","name":"bioflux","amount":1},{"type":"item","name":"yumako-mash","amount":4}]|[{"type":"item","name":"plastic-bar","amount":3}]
biosulfur|2|organic|intermediate-products|agriculture-products|[{"type":"item","name":"spoilage","amount":5},{"type":"item","name":"bioflux","amount":1}]|[{"type":"item","name":"sulfur","amount":2}]
bioflux|6|organic|intermediate-products|agriculture-products|[{"type":"item","name":"yumako-mash","amount":15},{"type":"item","name":"jelly","amount":12}]|[{"type":"item","name":"bioflux","amount":4}]
burnt-spoilage|12|organic|intermediate-products|agriculture-products|[{"type":"item","name":"spoilage","amount":6}]|[{"type":"item","name":"carbon","amount":1}]
carbon-fiber|5|organic|intermediate-products|agriculture-products|[{"type":"item","name":"carbon","amount":1},{"type":"item","name":"yumako-mash","amount":10}]|[{"type":"item","name":"carbon-fiber","amount":1}]
biter-egg|10|captive-spawner-process|intermediate-products|agriculture-products|[]|[{"type":"item","name":"biter-egg","amount":5}]
wood-processing|2|organic-or-assembling|intermediate-products|nauvis-agriculture|[{"type":"item","name":"wood","amount":2}]|[{"type":"item","name":"tree-seed","amount":1}]
fish-breeding|6|organic-or-chemistry|intermediate-products|nauvis-agriculture|[{"type":"item","name":"raw-fish","amount":2},{"type":"item","name":"nutrients","amount":100},{"type":"fluid","name":"water","amount":100}]|[{"type":"item","name":"raw-fish","amount":3}]
nutrients-from-fish|2|organic-or-assembling|intermediate-products|nauvis-agriculture|[{"type":"item","name":"raw-fish","amount":1}]|[{"type":"item","name":"nutrients","amount":20}]
nutrients-from-biter-egg|2|organic-or-assembling|intermediate-products|nauvis-agriculture|[{"type":"item","name":"biter-egg","amount":1}]|[{"type":"item","name":"nutrients","amount":20}]
ammoniacal-solution-separation|1|chemistry-or-cryogenics|intermediate-products|aquilo-processes|[{"type":"fluid","name":"ammoniacal-solution","amount":50}]|[{"type":"item","name":"ice","amount":5},{"type":"fluid","name":"ammonia","amount":50}]
solid-fuel-from-ammonia|1|chemistry-or-cryogenics|intermediate-products|aquilo-processes|[{"type":"fluid","name":"ammonia","amount":50},{"type":"fluid","name":"crude-oil","amount":20}]|[{"type":"item","name":"solid-fuel","amount":1}]
ammonia-rocket-fuel|10|chemistry-or-cryogenics|intermediate-products|aquilo-processes|[{"type":"item","name":"solid-fuel","amount":3},{"type":"fluid","name":"water","amount":50},{"type":"fluid","name":"ammonia","amount":500}]|[{"type":"item","name":"rocket-fuel","amount":1}]
fluoroketone|10|cryogenics|intermediate-products|aquilo-processes|[{"type":"item","name":"solid-fuel","amount":1},{"type":"item","name":"lithium","amount":1},{"type":"fluid","name":"fluorine","amount":50},{"type":"fluid","name":"ammonia","amount":50}]|[{"type":"fluid","name":"fluoroketone-hot","amount":50}]
fluoroketone-cooling|5|cryogenics|intermediate-products|aquilo-processes|[{"type":"fluid","name":"fluoroketone-hot","amount":10}]|[{"type":"fluid","name":"fluoroketone-cold","amount":10}]
lithium|20|chemistry-or-cryogenics|intermediate-products|aquilo-processes|[{"type":"item","name":"holmium-plate","amount":1},{"type":"fluid","name":"lithium-brine","amount":50},{"type":"fluid","name":"ammonia","amount":50}]|[{"type":"item","name":"lithium","amount":5}]
lithium-plate|6.4|smelting|intermediate-products|aquilo-processes|[{"type":"item","name":"lithium","amount":1}]|[{"type":"item","name":"lithium-plate","amount":1}]
quantum-processor|30|electromagnetics|intermediate-products|aquilo-processes|[{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"tungsten-carbide","amount":1},{"type":"item","name":"superconductor","amount":1},{"type":"item","name":"carbon-fiber","amount":1},{"type":"item","name":"lithium-plate","amount":2},{"type":"fluid","name":"fluoroketone-cold","amount":10}]|[{"type":"item","name":"quantum-processor","amount":1},{"type":"fluid","name":"fluoroketone-hot","amount":5}]
fusion-power-cell|10|cryogenics|intermediate-products|aquilo-processes|[{"type":"item","name":"holmium-plate","amount":1},{"type":"item","name":"lithium-plate","amount":5},{"type":"fluid","name":"ammonia","amount":100}]|[{"type":"item","name":"fusion-power-cell","amount":1}]
automation-science-pack|5|crafting|intermediate-products|science-pack|[{"type":"item","name":"copper-plate","amount":1},{"type":"item","name":"iron-gear-wheel","amount":1}]|[{"type":"item","name":"automation-science-pack","amount":1}]
logistic-science-pack|6|crafting|intermediate-products|science-pack|[{"type":"item","name":"transport-belt","amount":1},{"type":"item","name":"inserter","amount":1}]|[{"type":"item","name":"logistic-science-pack","amount":1}]
military-science-pack|10|crafting|intermediate-products|science-pack|[{"type":"item","name":"piercing-rounds-magazine","amount":1},{"type":"item","name":"grenade","amount":1},{"type":"item","name":"stone-wall","amount":2}]|[{"type":"item","name":"military-science-pack","amount":2}]
chemical-science-pack|24|crafting|intermediate-products|science-pack|[{"type":"item","name":"sulfur","amount":1},{"type":"item","name":"advanced-circuit","amount":3},{"type":"item","name":"engine-unit","amount":2}]|[{"type":"item","name":"chemical-science-pack","amount":2}]
production-science-pack|21|crafting|intermediate-products|science-pack|[{"type":"item","name":"rail","amount":30},{"type":"item","name":"electric-furnace","amount":1},{"type":"item","name":"productivity-module","amount":1}]|[{"type":"item","name":"production-science-pack","amount":3}]
utility-science-pack|21|crafting|intermediate-products|science-pack|[{"type":"item","name":"processing-unit","amount":2},{"type":"item","name":"flying-robot-frame","amount":1},{"type":"item","name":"low-density-structure","amount":3}]|[{"type":"item","name":"utility-science-pack","amount":3}]
space-science-pack|15|crafting|intermediate-products|science-pack|[{"type":"item","name":"ice","amount":1},{"type":"item","name":"iron-plate","amount":2},{"type":"item","name":"carbon","amount":1}]|[{"type":"item","name":"space-science-pack","amount":5}]
metallurgic-science-pack|10|metallurgy|intermediate-products|science-pack|[{"type":"item","name":"tungsten-carbide","amount":3},{"type":"item","name":"tungsten-plate","amount":2},{"type":"fluid","name":"molten-copper","amount":200}]|[{"type":"item","name":"metallurgic-science-pack","amount":1}]
electromagnetic-science-pack|10|electromagnetics|intermediate-products|science-pack|[{"type":"item","name":"supercapacitor","amount":1},{"type":"item","name":"accumulator","amount":1},{"type":"fluid","name":"electrolyte","amount":25},{"type":"fluid","name":"holmium-solution","amount":25}]|[{"type":"item","name":"electromagnetic-science-pack","amount":1}]
agricultural-science-pack|4|organic|intermediate-products|science-pack|[{"type":"item","name":"bioflux","amount":1},{"type":"item","name":"pentapod-egg","amount":1}]|[{"type":"item","name":"agricultural-science-pack","amount":1}]
cryogenic-science-pack|20|cryogenics|intermediate-products|science-pack|[{"type":"item","name":"ice","amount":3},{"type":"item","name":"lithium-plate","amount":1},{"type":"fluid","name":"fluoroketone-cold","amount":6}]|[{"type":"item","name":"cryogenic-science-pack","amount":1},{"type":"fluid","name":"fluoroketone-hot","amount":3}]
promethium-science-pack|5|cryogenics|intermediate-products|science-pack|[{"type":"item","name":"biter-egg","amount":10},{"type":"item","name":"quantum-processor","amount":1},{"type":"item","name":"promethium-asteroid-chunk","amount":25}]|[{"type":"item","name":"promethium-science-pack","amount":10}]
rocket-silo|30|crafting|space|space-interactors|[{"type":"item","name":"steel-plate","amount":1000},{"type":"item","name":"processing-unit","amount":200},{"type":"item","name":"electric-engine-unit","amount":200},{"type":"item","name":"pipe","amount":100},{"type":"item","name":"concrete","amount":1000}]|[{"type":"item","name":"rocket-silo","amount":1}]
